"id","journal","pubYear","n_authors","auth_cat"
1806,"Journal of Social Service Research","1992",1,"1"
1808,"Journal of Social Service Research","1992",1,"1"
1811,"Journal of Social Service Research","1992",1,"1"
1812,"Journal of Social Service Research","1992",2,"2"
57527,"Journal of Social Service Research","1992",1,"1"
204,"Journal of Social Service Research","1993",1,"1"
205,"Journal of Social Service Research","1993",1,"1"
206,"Journal of Social Service Research","1993",1,"1"
1392,"Journal of Social Service Research","1993",2,"2"
1394,"Journal of Social Service Research","1993",1,"1"
1397,"Journal of Social Service Research","1993",1,"1"
1398,"Journal of Social Service Research","1993",1,"1"
1399,"Journal of Social Service Research","1993",2,"2"
1400,"Journal of Social Service Research","1993",2,"2"
1401,"Journal of Social Service Research","1993",1,"1"
1402,"Journal of Social Service Research","1993",1,"1"
57027,"Journal of Social Service Research","1993",2,"2"
57170,"Journal of Social Service Research","1993",2,"2"
57171,"Journal of Social Service Research","1993",1,"1"
57177,"Journal of Social Service Research","1993",2,"2"
57179,"Journal of Social Service Research","1993",1,"1"
57181,"Journal of Social Service Research","1993",2,"2"
57183,"Journal of Social Service Research","1993",2,"2"
57188,"Journal of Social Service Research","1993",2,"2"
57191,"Journal of Social Service Research","1993",2,"2"
57195,"Journal of Social Service Research","1993",1,"1"
57222,"Journal of Social Service Research","1993",4,"4+"
916,"Journal of Social Service Research","1994",2,"2"
929,"Journal of Social Service Research","1994",2,"2"
931,"Journal of Social Service Research","1994",2,"2"
932,"Journal of Social Service Research","1994",3,"3"
939,"Journal of Social Service Research","1994",1,"1"
940,"Journal of Social Service Research","1994",2,"2"
946,"Journal of Social Service Research","1994",2,"2"
950,"Journal of Social Service Research","1994",2,"2"
951,"Journal of Social Service Research","1994",1,"1"
954,"Journal of Social Service Research","1994",2,"2"
955,"Journal of Social Service Research","1994",1,"1"
956,"Journal of Social Service Research","1994",1,"1"
957,"Journal of Social Service Research","1994",1,"1"
958,"Journal of Social Service Research","1994",1,"1"
963,"Journal of Social Service Research","1994",1,"1"
964,"Journal of Social Service Research","1994",2,"2"
966,"Journal of Social Service Research","1994",1,"1"
971,"Journal of Social Service Research","1994",1,"1"
972,"Journal of Social Service Research","1994",2,"2"
1017,"Journal of Social Service Research","1994",1,"1"
1018,"Journal of Social Service Research","1994",2,"2"
1019,"Journal of Social Service Research","1994",3,"3"
1020,"Journal of Social Service Research","1994",1,"1"
1021,"Journal of Social Service Research","1994",1,"1"
1022,"Journal of Social Service Research","1994",1,"1"
56399,"Journal of Social Service Research","1994",4,"4+"
56402,"Journal of Social Service Research","1994",2,"2"
56530,"Journal of Social Service Research","1994",2,"2"
56574,"Journal of Social Service Research","1994",3,"3"
56578,"Journal of Social Service Research","1994",1,"1"
56697,"Journal of Social Service Research","1994",1,"1"
56745,"Journal of Social Service Research","1994",2,"2"
56795,"Journal of Social Service Research","1994",2,"2"
485,"Journal of Social Service Research","1995",1,"1"
486,"Journal of Social Service Research","1995",2,"2"
487,"Journal of Social Service Research","1995",1,"1"
524,"Journal of Social Service Research","1995",2,"2"
525,"Journal of Social Service Research","1995",2,"2"
526,"Journal of Social Service Research","1995",3,"3"
527,"Journal of Social Service Research","1995",2,"2"
547,"Journal of Social Service Research","1995",1,"1"
548,"Journal of Social Service Research","1995",2,"2"
549,"Journal of Social Service Research","1995",2,"2"
558,"Journal of Social Service Research","1995",2,"2"
559,"Journal of Social Service Research","1995",1,"1"
560,"Journal of Social Service Research","1995",3,"3"
55899,"Journal of Social Service Research","1995",2,"2"
55929,"Journal of Social Service Research","1995",2,"2"
26562,"Journal of Social Service Research","1996",2,"2"
26563,"Journal of Social Service Research","1996",1,"1"
26564,"Journal of Social Service Research","1996",1,"1"
26565,"Journal of Social Service Research","1996",2,"2"
26566,"Journal of Social Service Research","1996",2,"2"
26595,"Journal of Social Service Research","1996",1,"1"
26596,"Journal of Social Service Research","1996",1,"1"
26646,"Journal of Social Service Research","1996",3,"3"
26647,"Journal of Social Service Research","1996",2,"2"
26648,"Journal of Social Service Research","1996",1,"1"
55362,"Journal of Social Service Research","1996",2,"2"
55363,"Journal of Social Service Research","1996",1,"1"
26135,"Journal of Social Service Research","1997",2,"2"
26136,"Journal of Social Service Research","1997",1,"1"
26137,"Journal of Social Service Research","1997",1,"1"
26138,"Journal of Social Service Research","1997",1,"1"
26228,"Journal of Social Service Research","1997",1,"1"
26229,"Journal of Social Service Research","1997",2,"2"
26230,"Journal of Social Service Research","1997",2,"2"
26231,"Journal of Social Service Research","1997",1,"1"
26232,"Journal of Social Service Research","1997",2,"2"
26233,"Journal of Social Service Research","1997",2,"2"
26234,"Journal of Social Service Research","1997",2,"2"
55065,"Journal of Social Service Research","1997",2,"2"
55246,"Journal of Social Service Research","1997",1,"1"
55268,"Journal of Social Service Research","1997",1,"1"
55272,"Journal of Social Service Research","1997",2,"2"
55281,"Journal of Social Service Research","1997",1,"1"
55282,"Journal of Social Service Research","1997",2,"2"
24414,"Journal of Social Service Research","1998",2,"2"
24415,"Journal of Social Service Research","1998",1,"1"
24416,"Journal of Social Service Research","1998",2,"2"
24417,"Journal of Social Service Research","1998",5,"4+"
24418,"Journal of Social Service Research","1998",5,"4+"
25761,"Journal of Social Service Research","1998",2,"2"
25762,"Journal of Social Service Research","1998",1,"1"
25763,"Journal of Social Service Research","1998",1,"1"
25764,"Journal of Social Service Research","1998",5,"4+"
25765,"Journal of Social Service Research","1998",3,"3"
25766,"Journal of Social Service Research","1998",2,"2"
25767,"Journal of Social Service Research","1998",3,"3"
54722,"Journal of Social Service Research","1998",1,"1"
54725,"Journal of Social Service Research","1998",1,"1"
54739,"Journal of Social Service Research","1998",2,"2"
54786,"Journal of Social Service Research","1998",1,"1"
25181,"Journal of Social Service Research","1999",1,"1"
25182,"Journal of Social Service Research","1999",3,"3"
25183,"Journal of Social Service Research","1999",1,"1"
25184,"Journal of Social Service Research","1999",1,"1"
25187,"Journal of Social Service Research","1999",1,"1"
25188,"Journal of Social Service Research","1999",2,"2"
25189,"Journal of Social Service Research","1999",1,"1"
25190,"Journal of Social Service Research","1999",2,"2"
25276,"Journal of Social Service Research","1999",2,"2"
25277,"Journal of Social Service Research","1999",1,"1"
25278,"Journal of Social Service Research","1999",4,"4+"
25279,"Journal of Social Service Research","1999",3,"3"
25280,"Journal of Social Service Research","1999",2,"2"
25281,"Journal of Social Service Research","1999",3,"3"
25282,"Journal of Social Service Research","1999",4,"4+"
25283,"Journal of Social Service Research","1999",4,"4+"
25284,"Journal of Social Service Research","1999",2,"2"
25285,"Journal of Social Service Research","1999",6,"4+"
25286,"Journal of Social Service Research","1999",4,"4+"
25325,"Journal of Social Service Research","1999",2,"2"
25326,"Journal of Social Service Research","1999",2,"2"
25327,"Journal of Social Service Research","1999",1,"1"
25328,"Journal of Social Service Research","1999",2,"2"
25329,"Journal of Social Service Research","1999",2,"2"
25330,"Journal of Social Service Research","1999",3,"3"
25331,"Journal of Social Service Research","1999",1,"1"
25338,"Journal of Social Service Research","1999",1,"1"
25339,"Journal of Social Service Research","1999",1,"1"
25340,"Journal of Social Service Research","1999",2,"2"
25341,"Journal of Social Service Research","1999",2,"2"
24704,"Journal of Social Service Research","2000",4,"4+"
24705,"Journal of Social Service Research","2000",1,"1"
24776,"Journal of Social Service Research","2000",2,"2"
24777,"Journal of Social Service Research","2000",3,"3"
24778,"Journal of Social Service Research","2000",1,"1"
24812,"Journal of Social Service Research","2000",2,"2"
24813,"Journal of Social Service Research","2000",2,"2"
24814,"Journal of Social Service Research","2000",2,"2"
24815,"Journal of Social Service Research","2000",4,"4+"
24816,"Journal of Social Service Research","2000",1,"1"
24863,"Journal of Social Service Research","2000",2,"2"
24864,"Journal of Social Service Research","2000",2,"2"
53480,"Journal of Social Service Research","2000",1,"1"
53481,"Journal of Social Service Research","2000",4,"4+"
53743,"Journal of Social Service Research","2000",3,"3"
53746,"Journal of Social Service Research","2000",1,"1"
24135,"Journal of Social Service Research","2001",2,"2"
24136,"Journal of Social Service Research","2001",2,"2"
24137,"Journal of Social Service Research","2001",2,"2"
24138,"Journal of Social Service Research","2001",3,"3"
24139,"Journal of Social Service Research","2001",1,"1"
24140,"Journal of Social Service Research","2001",5,"4+"
24141,"Journal of Social Service Research","2001",1,"1"
24210,"Journal of Social Service Research","2001",4,"4+"
24211,"Journal of Social Service Research","2001",2,"2"
24212,"Journal of Social Service Research","2001",1,"1"
24213,"Journal of Social Service Research","2001",1,"1"
24273,"Journal of Social Service Research","2001",2,"2"
24274,"Journal of Social Service Research","2001",2,"2"
24275,"Journal of Social Service Research","2001",2,"2"
24276,"Journal of Social Service Research","2001",3,"3"
24315,"Journal of Social Service Research","2001",4,"4+"
53028,"Journal of Social Service Research","2001",1,"1"
53029,"Journal of Social Service Research","2001",1,"1"
23690,"Journal of Social Service Research","2002",2,"2"
23691,"Journal of Social Service Research","2002",2,"2"
23692,"Journal of Social Service Research","2002",2,"2"
23693,"Journal of Social Service Research","2002",3,"3"
23694,"Journal of Social Service Research","2002",4,"4+"
23695,"Journal of Social Service Research","2002",3,"3"
23696,"Journal of Social Service Research","2002",4,"4+"
22825,"Journal of Social Service Research","2003",2,"2"
22826,"Journal of Social Service Research","2003",3,"3"
22827,"Journal of Social Service Research","2003",2,"2"
22828,"Journal of Social Service Research","2003",2,"2"
22829,"Journal of Social Service Research","2003",1,"1"
22912,"Journal of Social Service Research","2003",1,"1"
22913,"Journal of Social Service Research","2003",1,"1"
22914,"Journal of Social Service Research","2003",2,"2"
22915,"Journal of Social Service Research","2003",3,"3"
22936,"Journal of Social Service Research","2003",4,"4+"
22937,"Journal of Social Service Research","2003",2,"2"
22938,"Journal of Social Service Research","2003",3,"3"
22939,"Journal of Social Service Research","2003",6,"4+"
22963,"Journal of Social Service Research","2003",3,"3"
22964,"Journal of Social Service Research","2003",4,"4+"
22965,"Journal of Social Service Research","2003",3,"3"
22966,"Journal of Social Service Research","2003",2,"2"
22989,"Journal of Social Service Research","2003",1,"1"
22990,"Journal of Social Service Research","2003",1,"1"
22991,"Journal of Social Service Research","2003",1,"1"
21999,"Journal of Social Service Research","2004",1,"1"
22000,"Journal of Social Service Research","2004",3,"3"
22001,"Journal of Social Service Research","2004",1,"1"
22002,"Journal of Social Service Research","2004",2,"2"
22068,"Journal of Social Service Research","2004",1,"1"
22069,"Journal of Social Service Research","2004",2,"2"
22070,"Journal of Social Service Research","2004",3,"3"
22071,"Journal of Social Service Research","2004",3,"3"
22151,"Journal of Social Service Research","2004",3,"3"
22152,"Journal of Social Service Research","2004",2,"2"
22153,"Journal of Social Service Research","2004",1,"1"
22154,"Journal of Social Service Research","2004",1,"1"
22160,"Journal of Social Service Research","2004",4,"4+"
22161,"Journal of Social Service Research","2004",3,"3"
22162,"Journal of Social Service Research","2004",4,"4+"
22163,"Journal of Social Service Research","2004",2,"2"
20952,"Journal of Social Service Research","2005",2,"2"
20953,"Journal of Social Service Research","2005",2,"2"
20954,"Journal of Social Service Research","2005",1,"1"
20955,"Journal of Social Service Research","2005",1,"1"
20956,"Journal of Social Service Research","2005",1,"1"
20957,"Journal of Social Service Research","2005",3,"3"
20958,"Journal of Social Service Research","2005",2,"2"
20959,"Journal of Social Service Research","2005",2,"2"
20960,"Journal of Social Service Research","2005",3,"3"
21052,"Journal of Social Service Research","2005",2,"2"
21053,"Journal of Social Service Research","2005",2,"2"
21054,"Journal of Social Service Research","2005",1,"1"
21055,"Journal of Social Service Research","2005",4,"4+"
21261,"Journal of Social Service Research","2005",1,"1"
21262,"Journal of Social Service Research","2005",1,"1"
21263,"Journal of Social Service Research","2005",4,"4+"
21264,"Journal of Social Service Research","2005",2,"2"
21671,"Journal of Social Service Research","2005",6,"4+"
20096,"Journal of Social Service Research","2006",3,"3"
20097,"Journal of Social Service Research","2006",1,"1"
20098,"Journal of Social Service Research","2006",1,"1"
20099,"Journal of Social Service Research","2006",3,"3"
20100,"Journal of Social Service Research","2006",1,"1"
20101,"Journal of Social Service Research","2006",3,"3"
20102,"Journal of Social Service Research","2006",3,"3"
20103,"Journal of Social Service Research","2006",1,"1"
20104,"Journal of Social Service Research","2006",2,"2"
20105,"Journal of Social Service Research","2006",3,"3"
20106,"Journal of Social Service Research","2006",3,"3"
20107,"Journal of Social Service Research","2006",2,"2"
20108,"Journal of Social Service Research","2006",3,"3"
20109,"Journal of Social Service Research","2006",4,"4+"
20110,"Journal of Social Service Research","2006",1,"1"
20111,"Journal of Social Service Research","2006",1,"1"
20112,"Journal of Social Service Research","2006",5,"4+"
20113,"Journal of Social Service Research","2006",2,"2"
20114,"Journal of Social Service Research","2006",2,"2"
20115,"Journal of Social Service Research","2006",2,"2"
20168,"Journal of Social Service Research","2006",4,"4+"
20169,"Journal of Social Service Research","2006",4,"4+"
20170,"Journal of Social Service Research","2006",2,"2"
20171,"Journal of Social Service Research","2006",1,"1"
20172,"Journal of Social Service Research","2006",4,"4+"
20173,"Journal of Social Service Research","2006",2,"2"
20174,"Journal of Social Service Research","2006",3,"3"
20175,"Journal of Social Service Research","2006",2,"2"
20176,"Journal of Social Service Research","2006",1,"1"
20177,"Journal of Social Service Research","2006",1,"1"
20178,"Journal of Social Service Research","2006",1,"1"
20363,"Journal of Social Service Research","2006",5,"4+"
18924,"Journal of Social Service Research","2007",3,"3"
18925,"Journal of Social Service Research","2007",3,"3"
18926,"Journal of Social Service Research","2007",2,"2"
18927,"Journal of Social Service Research","2007",5,"4+"
18928,"Journal of Social Service Research","2007",1,"1"
19029,"Journal of Social Service Research","2007",2,"2"
19030,"Journal of Social Service Research","2007",3,"3"
19031,"Journal of Social Service Research","2007",4,"4+"
19032,"Journal of Social Service Research","2007",1,"1"
19033,"Journal of Social Service Research","2007",2,"2"
19083,"Journal of Social Service Research","2007",2,"2"
19084,"Journal of Social Service Research","2007",3,"3"
19085,"Journal of Social Service Research","2007",2,"2"
19086,"Journal of Social Service Research","2007",1,"1"
19087,"Journal of Social Service Research","2007",2,"2"
19135,"Journal of Social Service Research","2007",3,"3"
19136,"Journal of Social Service Research","2007",1,"1"
19137,"Journal of Social Service Research","2007",1,"1"
19138,"Journal of Social Service Research","2007",3,"3"
19139,"Journal of Social Service Research","2007",2,"2"
19246,"Journal of Social Service Research","2007",3,"3"
19247,"Journal of Social Service Research","2007",7,"4+"
19248,"Journal of Social Service Research","2007",5,"4+"
19249,"Journal of Social Service Research","2007",3,"3"
19250,"Journal of Social Service Research","2007",3,"3"
49288,"Journal of Social Service Research","2007",2,"2"
49345,"Journal of Social Service Research","2007",3,"3"
49664,"Journal of Social Service Research","2007",3,"3"
18042,"Journal of Social Service Research","2008",3,"3"
18043,"Journal of Social Service Research","2008",6,"4+"
18044,"Journal of Social Service Research","2008",1,"1"
18045,"Journal of Social Service Research","2008",1,"1"
18046,"Journal of Social Service Research","2008",2,"2"
18047,"Journal of Social Service Research","2008",2,"2"
15932,"Journal of Social Service Research","2009",2,"2"
15933,"Journal of Social Service Research","2009",2,"2"
15934,"Journal of Social Service Research","2009",6,"4+"
15935,"Journal of Social Service Research","2009",2,"2"
15936,"Journal of Social Service Research","2009",4,"4+"
15937,"Journal of Social Service Research","2009",2,"2"
15938,"Journal of Social Service Research","2009",3,"3"
15939,"Journal of Social Service Research","2009",2,"2"
16322,"Journal of Social Service Research","2009",1,"1"
16323,"Journal of Social Service Research","2009",1,"1"
16324,"Journal of Social Service Research","2009",2,"2"
16325,"Journal of Social Service Research","2009",2,"2"
16326,"Journal of Social Service Research","2009",3,"3"
16327,"Journal of Social Service Research","2009",1,"1"
16328,"Journal of Social Service Research","2009",3,"3"
16646,"Journal of Social Service Research","2009",1,"1"
16647,"Journal of Social Service Research","2009",1,"1"
16648,"Journal of Social Service Research","2009",4,"4+"
16649,"Journal of Social Service Research","2009",3,"3"
16650,"Journal of Social Service Research","2009",1,"1"
16651,"Journal of Social Service Research","2009",2,"2"
16652,"Journal of Social Service Research","2009",1,"1"
16653,"Journal of Social Service Research","2009",2,"2"
16654,"Journal of Social Service Research","2009",1,"1"
16913,"Journal of Social Service Research","2009",4,"4+"
16914,"Journal of Social Service Research","2009",3,"3"
16915,"Journal of Social Service Research","2009",2,"2"
16916,"Journal of Social Service Research","2009",2,"2"
16917,"Journal of Social Service Research","2009",1,"1"
16918,"Journal of Social Service Research","2009",3,"3"
16919,"Journal of Social Service Research","2009",3,"3"
14629,"Journal of Social Service Research","2010",1,"1"
14630,"Journal of Social Service Research","2010",1,"1"
14631,"Journal of Social Service Research","2010",3,"3"
14632,"Journal of Social Service Research","2010",1,"1"
14633,"Journal of Social Service Research","2010",2,"2"
14634,"Journal of Social Service Research","2010",1,"1"
14657,"Journal of Social Service Research","2010",5,"4+"
14951,"Journal of Social Service Research","2010",2,"2"
14952,"Journal of Social Service Research","2010",3,"3"
14953,"Journal of Social Service Research","2010",1,"1"
14954,"Journal of Social Service Research","2010",4,"4+"
14955,"Journal of Social Service Research","2010",4,"4+"
14956,"Journal of Social Service Research","2010",3,"3"
14957,"Journal of Social Service Research","2010",3,"3"
15164,"Journal of Social Service Research","2010",1,"1"
15165,"Journal of Social Service Research","2010",3,"3"
15166,"Journal of Social Service Research","2010",5,"4+"
15167,"Journal of Social Service Research","2010",1,"1"
15168,"Journal of Social Service Research","2010",2,"2"
15169,"Journal of Social Service Research","2010",4,"4+"
15170,"Journal of Social Service Research","2010",3,"3"
15473,"Journal of Social Service Research","2010",2,"2"
15474,"Journal of Social Service Research","2010",2,"2"
15475,"Journal of Social Service Research","2010",3,"3"
15476,"Journal of Social Service Research","2010",3,"3"
15477,"Journal of Social Service Research","2010",2,"2"
15478,"Journal of Social Service Research","2010",2,"2"
15479,"Journal of Social Service Research","2010",2,"2"
15723,"Journal of Social Service Research","2010",2,"2"
15724,"Journal of Social Service Research","2010",2,"2"
15725,"Journal of Social Service Research","2010",1,"1"
15726,"Journal of Social Service Research","2010",1,"1"
15727,"Journal of Social Service Research","2010",5,"4+"
15728,"Journal of Social Service Research","2010",2,"2"
47193,"Journal of Social Service Research","2010",2,"2"
47360,"Journal of Social Service Research","2010",2,"2"
13042,"Journal of Social Service Research","2011",4,"4+"
13043,"Journal of Social Service Research","2011",4,"4+"
13044,"Journal of Social Service Research","2011",3,"3"
13045,"Journal of Social Service Research","2011",2,"2"
13046,"Journal of Social Service Research","2011",7,"4+"
13047,"Journal of Social Service Research","2011",2,"2"
13048,"Journal of Social Service Research","2011",2,"2"
13049,"Journal of Social Service Research","2011",4,"4+"
13050,"Journal of Social Service Research","2011",2,"2"
13512,"Journal of Social Service Research","2011",2,"2"
13513,"Journal of Social Service Research","2011",3,"3"
13514,"Journal of Social Service Research","2011",4,"4+"
13515,"Journal of Social Service Research","2011",1,"1"
13516,"Journal of Social Service Research","2011",2,"2"
13517,"Journal of Social Service Research","2011",4,"4+"
13518,"Journal of Social Service Research","2011",8,"4+"
13519,"Journal of Social Service Research","2011",4,"4+"
13520,"Journal of Social Service Research","2011",2,"2"
13751,"Journal of Social Service Research","2011",4,"4+"
13752,"Journal of Social Service Research","2011",4,"4+"
13753,"Journal of Social Service Research","2011",3,"3"
13754,"Journal of Social Service Research","2011",2,"2"
13755,"Journal of Social Service Research","2011",1,"1"
13756,"Journal of Social Service Research","2011",1,"1"
13757,"Journal of Social Service Research","2011",1,"1"
13758,"Journal of Social Service Research","2011",1,"1"
13759,"Journal of Social Service Research","2011",1,"1"
13992,"Journal of Social Service Research","2011",1,"1"
13993,"Journal of Social Service Research","2011",1,"1"
13994,"Journal of Social Service Research","2011",2,"2"
13995,"Journal of Social Service Research","2011",1,"1"
13996,"Journal of Social Service Research","2011",2,"2"
13997,"Journal of Social Service Research","2011",2,"2"
13998,"Journal of Social Service Research","2011",1,"1"
13999,"Journal of Social Service Research","2011",3,"3"
14206,"Journal of Social Service Research","2011",2,"2"
14207,"Journal of Social Service Research","2011",2,"2"
14208,"Journal of Social Service Research","2011",5,"4+"
14209,"Journal of Social Service Research","2011",4,"4+"
14210,"Journal of Social Service Research","2011",2,"2"
14211,"Journal of Social Service Research","2011",6,"4+"
14212,"Journal of Social Service Research","2011",2,"2"
14213,"Journal of Social Service Research","2011",1,"1"
46143,"Journal of Social Service Research","2011",4,"4+"
46146,"Journal of Social Service Research","2011",2,"2"
11969,"Journal of Social Service Research","2012",1,"1"
11970,"Journal of Social Service Research","2012",2,"2"
11971,"Journal of Social Service Research","2012",5,"4+"
11972,"Journal of Social Service Research","2012",1,"1"
11973,"Journal of Social Service Research","2012",3,"3"
11974,"Journal of Social Service Research","2012",2,"2"
11975,"Journal of Social Service Research","2012",1,"1"
11976,"Journal of Social Service Research","2012",1,"1"
11977,"Journal of Social Service Research","2012",6,"4+"
11978,"Journal of Social Service Research","2012",1,"1"
11979,"Journal of Social Service Research","2012",1,"1"
12097,"Journal of Social Service Research","2012",2,"2"
12098,"Journal of Social Service Research","2012",5,"4+"
12099,"Journal of Social Service Research","2012",5,"4+"
12100,"Journal of Social Service Research","2012",3,"3"
12101,"Journal of Social Service Research","2012",2,"2"
12102,"Journal of Social Service Research","2012",2,"2"
12103,"Journal of Social Service Research","2012",3,"3"
12104,"Journal of Social Service Research","2012",3,"3"
12105,"Journal of Social Service Research","2012",2,"2"
12106,"Journal of Social Service Research","2012",1,"1"
12462,"Journal of Social Service Research","2012",2,"2"
12463,"Journal of Social Service Research","2012",5,"4+"
12464,"Journal of Social Service Research","2012",4,"4+"
12465,"Journal of Social Service Research","2012",1,"1"
12466,"Journal of Social Service Research","2012",1,"1"
12467,"Journal of Social Service Research","2012",2,"2"
12468,"Journal of Social Service Research","2012",1,"1"
12469,"Journal of Social Service Research","2012",1,"1"
12470,"Journal of Social Service Research","2012",4,"4+"
12471,"Journal of Social Service Research","2012",4,"4+"
12633,"Journal of Social Service Research","2012",7,"4+"
12634,"Journal of Social Service Research","2012",2,"2"
12635,"Journal of Social Service Research","2012",1,"1"
12636,"Journal of Social Service Research","2012",1,"1"
12637,"Journal of Social Service Research","2012",4,"4+"
12638,"Journal of Social Service Research","2012",5,"4+"
12639,"Journal of Social Service Research","2012",4,"4+"
12640,"Journal of Social Service Research","2012",3,"3"
12641,"Journal of Social Service Research","2012",4,"4+"
12642,"Journal of Social Service Research","2012",3,"3"
12643,"Journal of Social Service Research","2012",1,"1"
12838,"Journal of Social Service Research","2012",2,"2"
12839,"Journal of Social Service Research","2012",5,"4+"
12840,"Journal of Social Service Research","2012",2,"2"
12841,"Journal of Social Service Research","2012",3,"3"
12842,"Journal of Social Service Research","2012",4,"4+"
12843,"Journal of Social Service Research","2012",2,"2"
12844,"Journal of Social Service Research","2012",3,"3"
12845,"Journal of Social Service Research","2012",5,"4+"
12846,"Journal of Social Service Research","2012",1,"1"
12847,"Journal of Social Service Research","2012",3,"3"
12848,"Journal of Social Service Research","2012",5,"4+"
12849,"Journal of Social Service Research","2012",2,"2"
45583,"Journal of Social Service Research","2012",2,"2"
10498,"Journal of Social Service Research","2013",4,"4+"
10499,"Journal of Social Service Research","2013",1,"1"
10500,"Journal of Social Service Research","2013",3,"3"
10501,"Journal of Social Service Research","2013",1,"1"
10502,"Journal of Social Service Research","2013",3,"3"
10503,"Journal of Social Service Research","2013",4,"4+"
10504,"Journal of Social Service Research","2013",2,"2"
10505,"Journal of Social Service Research","2013",3,"3"
10506,"Journal of Social Service Research","2013",4,"4+"
10777,"Journal of Social Service Research","2013",2,"2"
10778,"Journal of Social Service Research","2013",3,"3"
10779,"Journal of Social Service Research","2013",2,"2"
10780,"Journal of Social Service Research","2013",3,"3"
10781,"Journal of Social Service Research","2013",2,"2"
10782,"Journal of Social Service Research","2013",2,"2"
10783,"Journal of Social Service Research","2013",2,"2"
10784,"Journal of Social Service Research","2013",2,"2"
10785,"Journal of Social Service Research","2013",3,"3"
10786,"Journal of Social Service Research","2013",1,"1"
10787,"Journal of Social Service Research","2013",4,"4+"
10788,"Journal of Social Service Research","2013",2,"2"
11053,"Journal of Social Service Research","2013",1,"1"
11054,"Journal of Social Service Research","2013",2,"2"
11055,"Journal of Social Service Research","2013",3,"3"
11056,"Journal of Social Service Research","2013",1,"1"
11057,"Journal of Social Service Research","2013",3,"3"
11058,"Journal of Social Service Research","2013",4,"4+"
11059,"Journal of Social Service Research","2013",4,"4+"
11060,"Journal of Social Service Research","2013",1,"1"
11061,"Journal of Social Service Research","2013",4,"4+"
11401,"Journal of Social Service Research","2013",2,"2"
11402,"Journal of Social Service Research","2013",1,"1"
11403,"Journal of Social Service Research","2013",2,"2"
11404,"Journal of Social Service Research","2013",2,"2"
11405,"Journal of Social Service Research","2013",2,"2"
11406,"Journal of Social Service Research","2013",2,"2"
11407,"Journal of Social Service Research","2013",1,"1"
11408,"Journal of Social Service Research","2013",1,"1"
11409,"Journal of Social Service Research","2013",2,"2"
11410,"Journal of Social Service Research","2013",3,"3"
11671,"Journal of Social Service Research","2013",3,"3"
11672,"Journal of Social Service Research","2013",2,"2"
11673,"Journal of Social Service Research","2013",1,"1"
11674,"Journal of Social Service Research","2013",1,"1"
11675,"Journal of Social Service Research","2013",3,"3"
11676,"Journal of Social Service Research","2013",4,"4+"
11677,"Journal of Social Service Research","2013",1,"1"
11678,"Journal of Social Service Research","2013",4,"4+"
11679,"Journal of Social Service Research","2013",3,"3"
45033,"Journal of Social Service Research","2013",1,"1"
23811,"Journal of Social Work","2001",1,"1"
23812,"Journal of Social Work","2001",1,"1"
23813,"Journal of Social Work","2001",1,"1"
23814,"Journal of Social Work","2001",4,"4+"
23815,"Journal of Social Work","2001",2,"2"
23816,"Journal of Social Work","2001",1,"1"
23927,"Journal of Social Work","2001",1,"1"
23928,"Journal of Social Work","2001",1,"1"
23929,"Journal of Social Work","2001",1,"1"
23930,"Journal of Social Work","2001",1,"1"
23931,"Journal of Social Work","2001",1,"1"
23932,"Journal of Social Work","2001",2,"2"
24043,"Journal of Social Work","2001",3,"3"
24044,"Journal of Social Work","2001",2,"2"
24045,"Journal of Social Work","2001",2,"2"
24046,"Journal of Social Work","2001",2,"2"
24047,"Journal of Social Work","2001",1,"1"
24048,"Journal of Social Work","2001",2,"2"
52866,"Journal of Social Work","2001",1,"1"
52867,"Journal of Social Work","2001",1,"1"
52871,"Journal of Social Work","2001",1,"1"
23107,"Journal of Social Work","2002",1,"1"
23108,"Journal of Social Work","2002",1,"1"
23109,"Journal of Social Work","2002",1,"1"
23110,"Journal of Social Work","2002",1,"1"
23274,"Journal of Social Work","2002",1,"1"
23275,"Journal of Social Work","2002",2,"2"
23276,"Journal of Social Work","2002",1,"1"
23277,"Journal of Social Work","2002",1,"1"
23278,"Journal of Social Work","2002",3,"3"
23383,"Journal of Social Work","2002",1,"1"
23384,"Journal of Social Work","2002",1,"1"
23385,"Journal of Social Work","2002",1,"1"
23386,"Journal of Social Work","2002",1,"1"
23387,"Journal of Social Work","2002",1,"1"
23388,"Journal of Social Work","2002",2,"2"
22266,"Journal of Social Work","2003",1,"1"
22267,"Journal of Social Work","2003",1,"1"
22268,"Journal of Social Work","2003",2,"2"
22269,"Journal of Social Work","2003",2,"2"
22270,"Journal of Social Work","2003",1,"1"
22425,"Journal of Social Work","2003",1,"1"
22426,"Journal of Social Work","2003",1,"1"
22427,"Journal of Social Work","2003",1,"1"
22428,"Journal of Social Work","2003",2,"2"
22429,"Journal of Social Work","2003",1,"1"
22430,"Journal of Social Work","2003",1,"1"
22638,"Journal of Social Work","2003",2,"2"
22639,"Journal of Social Work","2003",1,"1"
21338,"Journal of Social Work","2004",3,"3"
21339,"Journal of Social Work","2004",1,"1"
21340,"Journal of Social Work","2004",2,"2"
21341,"Journal of Social Work","2004",1,"1"
21342,"Journal of Social Work","2004",1,"1"
21343,"Journal of Social Work","2004",2,"2"
21531,"Journal of Social Work","2004",2,"2"
