"","articleID","n_authors","coauthored","journal","hindex","pub_year","page_count","year0","year1","year2","year3","year4","year5","total_cites","quartile","pubMed","psycINFO"
"1345",1345,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,24,0,0,0,0,0,0,0,4,0,0
"1346",1346,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,17,0,0,0,0,0,0,0,4,0,0
"1347",1347,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,17,0,0,0,0,0,0,0,4,0,0
"1348",1348,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,17,0,0,0,0,0,0,0,4,0,0
"1349",1349,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,14,0,0,0,0,0,0,0,4,0,0
"1350",1350,2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,17,0,0,0,0,0,0,0,4,0,0
"1351",1351,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,19,0,0,0,0,0,0,0,4,0,0
"1352",1352,2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,18,0,0,0,0,0,0,0,4,0,0
"1353",1353,2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,29,0,0,0,0,0,0,0,4,0,0
"1354",1354,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,23,0,0,0,0,0,0,0,4,0,0
"1355",1355,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,26,0,0,0,0,0,0,0,4,0,0
"1356",1356,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,22,0,0,0,0,0,0,0,4,0,0
"1357",1357,2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,17,0,0,0,0,0,0,0,4,0,0
"1358",1358,2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,14,0,0,0,0,0,0,0,4,0,0
"1359",1359,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,19,0,0,0,0,0,0,0,4,0,0
"1360",1360,2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,19,0,0,0,0,0,0,0,4,0,0
"1361",1361,2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,12,0,0,0,0,0,0,0,4,0,0
"1362",1362,2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,16,0,0,0,0,0,0,0,4,0,0
"1363",1363,2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,10,0,0,0,0,0,0,0,4,0,0
"1364",1364,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,21,0,0,0,0,0,0,0,4,0,0
"1365",1365,2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,16,0,0,0,0,0,1,1,4,0,0
"1366",1366,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,12,0,0,0,0,0,0,0,4,0,0
"1367",1367,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,16,0,0,0,0,0,1,1,4,0,0
"1368",1368,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,14,0,0,0,0,0,0,0,4,0,0
"1369",1369,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,18,0,0,0,0,0,0,0,4,0,0
"1370",1370,4,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,13,0,0,0,0,0,0,0,4,0,0
"1371",1371,2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,6,0,0,0,0,0,0,0,4,0,0
"1372",1372,2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,45,0,0,0,0,0,0,0,4,0,0
"1373",1373,3,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,28,0,0,0,0,0,0,0,4,0,0
"1374",1374,2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,34,0,0,0,0,0,0,0,4,0,0
"1375",1375,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,24,0,0,0,0,0,0,0,4,0,0
"1376",1376,3,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,27,0,0,0,0,0,0,0,4,0,0
"1377",1377,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,17,0,0,0,0,0,0,0,4,0,0
"1378",1378,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,26,0,0,0,0,0,0,0,4,0,0
"1379",1379,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,22,0,0,0,0,0,0,0,4,0,0
"1380",1380,4,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,16,0,0,0,0,1,1,2,3,0,0
"1381",1381,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,19,0,0,0,0,0,0,0,4,0,0
"1382",1382,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,17,0,0,0,0,0,0,0,4,0,0
"1383",1383,2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,25,0,0,0,0,0,0,0,4,0,0
"1384",1384,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,12,0,0,0,0,0,0,0,4,0,0
"1385",1385,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,20,0,0,0,0,0,0,0,4,0,0
"1386",1386,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,12,0,0,0,0,0,0,0,4,0,0
"1387",1387,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,13,0,0,0,0,0,0,0,4,0,0
"1388",1388,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,14,0,0,0,0,0,0,0,4,0,0
"1389",1389,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,26,0,0,0,0,0,0,0,4,0,0
"1390",1390,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,20,0,0,0,0,0,0,0,4,0,0
"1391",1391,3,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,16,0,0,0,0,0,0,0,4,0,0
"1392",1392,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,14,0,0,0,0,0,0,0,4,0,0
"1393",1393,3,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,18,0,0,0,0,0,0,0,4,0,0
"1394",1394,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,16,0,0,0,0,0,0,0,4,0,0
"1395",1395,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,11,0,0,1,1,2,0,4,2,0,1
"1396",1396,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,10,0,0,1,1,0,0,2,3,0,1
"1397",1397,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,10,0,0,1,3,1,6,11,1,0,1
"1398",1398,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,NA,0,0,0,0,0,0,0,4,0,1
"1399",1399,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,NA,0,0,1,0,0,1,2,3,0,1
"1400",1400,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,10,0,0,0,0,0,0,0,4,0,1
"1401",1401,5,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,NA,0,0,0,0,1,0,1,4,0,1
"1402",1402,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,10,0,1,0,2,2,0,5,2,0,1
"1403",1403,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,13,0,0,0,3,3,1,7,1,0,1
"1404",1404,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,8,0,1,0,1,3,1,6,1,0,1
"1405",1405,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,9,1,0,0,1,0,0,2,3,0,1
"1406",1406,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,11,0,0,1,1,1,0,3,3,0,1
"1407",1407,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,7,0,0,0,2,0,1,3,3,0,1
"1408",1408,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,11,0,0,0,0,0,0,0,4,0,1
"1409",1409,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,9,0,0,0,0,2,0,2,3,0,1
"1410",1410,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,13,0,0,3,1,4,0,8,1,0,1
"1411",1411,5,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,8,0,0,0,0,2,3,5,2,0,1
"1412",1412,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,11,0,0,0,0,2,1,3,3,0,1
"1413",1413,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,5,0,0,0,0,1,2,3,3,0,1
"1414",1414,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,10,0,1,0,1,4,4,10,1,0,1
"1415",1415,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,8,0,2,0,2,2,1,7,1,0,1
"1416",1416,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,13,0,1,1,5,1,2,10,1,0,1
"1417",1417,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,8,0,2,6,6,1,5,20,1,0,1
"1418",1418,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,7,0,0,2,1,2,1,6,1,0,1
"1419",1419,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,9,0,1,0,0,1,0,2,3,0,1
"1420",1420,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,12,0,1,2,3,3,2,11,1,0,1
"1421",1421,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,10,0,0,0,0,1,0,1,4,0,1
"1422",1422,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,10,0,0,0,1,1,0,2,3,0,1
"1423",1423,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,8,0,0,0,1,1,2,4,2,0,1
"1424",1424,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,11,0,0,1,0,0,2,3,3,0,1
"1425",1425,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,11,0,1,0,1,4,2,8,1,0,1
"1426",1426,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,1,0,2,7,3,13,1,0,1
"1427",1427,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,1,1,0,2,0,4,2,0,1
"1428",1428,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,10,2,0,0,2,0,2,6,1,0,1
"1429",1429,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,1,1,2,0,1,5,2,0,1
"1430",1430,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,0,0,0,0,1,1,4,0,1
"1431",1431,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,0,0,0,1,0,1,4,0,1
"1432",1432,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,0,2,1,1,0,4,2,0,1
"1433",1433,6,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,0,0,0,0,0,0,4,0,1
"1434",1434,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,15,0,0,0,1,1,1,3,3,0,1
"1435",1435,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,11,0,0,0,1,1,0,2,3,0,1
"1436",1436,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,0,0,0,1,0,1,4,0,1
"1437",1437,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,0,0,3,0,1,4,2,0,1
"1438",1438,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,8,1,1,1,0,1,3,7,1,0,1
"1439",1439,4,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,12,0,0,0,0,0,0,0,4,0,1
"1440",1440,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,10,0,0,1,1,0,0,2,3,0,1
"1441",1441,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,9,0,0,1,4,0,1,6,1,0,1
"1442",1442,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,4,0,0,0,0,1,1,2,3,0,1
"1443",1443,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,0,3,1,6,2,12,1,0,1
"1444",1444,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,10,0,0,0,2,0,1,3,3,0,1
"1445",1445,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,1,1,0,0,2,4,2,0,1
"1446",1446,4,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,11,0,0,0,0,2,2,4,2,0,1
"1447",1447,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,10,0,0,1,2,1,5,9,1,0,1
"1448",1448,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,7,0,0,0,0,0,0,0,4,0,1
"1449",1449,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,0,0,1,1,0,2,3,0,1
"1450",1450,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,7,0,0,2,0,0,0,2,3,0,1
"1451",1451,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,0,0,0,0,0,0,4,0,1
"1452",1452,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,24,0,0,0,0,0,0,0,4,0,1
"1453",1453,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,54,0,0,4,2,4,2,12,1,0,1
"1454",1454,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,42,0,0,0,0,1,1,2,3,0,1
"1455",1455,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,66,0,0,2,1,2,0,5,2,0,1
"1456",1456,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,0,0,0,0,0,0,4,0,1
"1457",1457,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,0,1,4,2,0,7,1,0,1
"1458",1458,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,32,0,0,0,1,1,1,3,3,0,1
"1459",1459,4,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,0,1,0,0,0,1,4,0,1
"1460",1460,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,0,0,0,0,2,2,3,0,1
"1461",1461,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,2,5,3,2,2,14,1,0,1
"1462",1462,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,12,0,0,0,2,0,0,2,3,0,1
"1463",1463,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,7,0,0,0,0,0,0,0,4,0,1
"1464",1464,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,0,1,0,0,2,3,3,0,1
"1465",1465,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,12,0,1,0,2,1,0,4,2,0,1
"1466",1466,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,1,0,0,0,0,0,1,4,0,1
"1467",1467,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,NA,0,0,0,0,0,0,0,4,0,1
"1468",1468,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,9,0,2,1,0,0,0,3,3,0,1
"1469",1469,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,NA,0,1,0,0,0,0,1,4,0,1
"1470",1470,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,NA,0,2,0,0,1,2,5,2,0,1
"1471",1471,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,9,0,6,5,6,5,6,28,1,0,1
"1472",1472,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,14,0,0,0,0,1,0,1,4,0,1
"1473",1473,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,10,0,1,0,0,0,0,1,4,0,1
"1474",1474,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,10,0,1,0,1,2,0,4,2,0,1
"1475",1475,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,9,0,0,0,0,0,0,0,4,0,1
"1476",1476,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,NA,0,0,1,1,0,0,2,3,0,1
"1477",1477,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,10,0,0,0,2,0,2,4,2,0,1
"1478",1478,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,9,0,2,1,2,4,1,10,1,0,1
"1479",1479,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,10,0,0,4,0,1,1,6,1,0,1
"1480",1480,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,10,0,1,3,1,0,0,5,2,0,1
"1481",1481,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,9,1,0,1,2,0,1,5,2,0,1
"1482",1482,4,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,9,0,3,0,2,0,1,6,1,0,1
"1483",1483,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,NA,0,0,0,2,1,0,3,3,0,1
"1484",1484,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,NA,0,0,0,0,1,0,1,4,0,1
"1485",1485,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,9,0,0,1,0,2,0,3,3,0,1
"1486",1486,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,NA,0,0,1,1,0,0,2,3,0,1
"1487",1487,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,8,0,0,0,3,1,0,4,2,0,1
"1488",1488,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,11,1,0,1,2,0,0,4,2,0,1
"1489",1489,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,11,0,0,0,0,1,1,2,3,0,1
"1490",1490,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,7,0,1,2,2,0,4,9,1,0,1
"1491",1491,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,9,0,0,1,2,2,2,7,1,0,1
"1492",1492,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,11,0,0,0,0,0,0,0,4,0,1
"1493",1493,4,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,9,1,0,0,0,1,0,2,3,0,1
"1494",1494,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,3,0,0,0,0,0,0,0,4,0,1
"1495",1495,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,NA,0,0,0,0,1,0,1,4,0,1
"1496",1496,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,10,0,0,0,4,1,4,9,1,0,1
"1497",1497,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,7,0,0,0,1,2,3,6,1,0,1
"1498",1498,5,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,12,0,0,0,0,0,0,0,4,0,1
"1499",1499,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,13,0,2,5,2,6,4,19,1,0,1
"1500",1500,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,NA,0,0,0,0,1,0,1,4,0,1
"1501",1501,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,9,0,0,0,0,0,0,0,4,0,1
"1502",1502,4,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,9,0,0,0,0,1,0,1,4,0,1
"1503",1503,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,6,0,0,0,0,0,0,0,4,0,1
"1504",1504,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,9,0,0,0,0,1,0,1,4,0,1
"1505",1505,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,9,0,2,0,3,3,3,11,1,0,1
"1506",1506,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,7,0,2,1,0,1,0,4,2,0,1
"1507",1507,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,10,0,2,0,1,1,0,4,2,0,1
"1508",1508,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,12,1,0,1,1,5,3,11,1,0,1
"1509",1509,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,11,0,2,1,5,2,7,17,1,0,1
"1510",1510,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,11,0,1,0,0,0,0,1,4,0,1
"1511",1511,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,9,0,0,1,1,2,1,5,2,0,1
"1512",1512,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,8,0,0,0,1,0,0,1,4,0,1
"1513",1513,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,11,1,0,0,2,1,2,6,1,0,1
"1514",1514,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,9,0,0,0,1,1,2,4,2,0,1
"1515",1515,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,10,0,0,0,0,0,1,1,4,0,1
"1516",1516,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,9,0,0,1,2,2,1,6,1,0,1
"1517",1517,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,NA,1,2,0,0,0,0,3,3,0,1
"1518",1518,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,NA,2,0,3,1,1,1,8,1,0,1
"1519",1519,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,NA,2,0,2,0,0,0,4,2,0,1
"1520",1520,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,NA,1,0,2,1,1,1,6,1,0,1
"1521",1521,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,8,1,0,0,0,2,0,3,3,0,1
"1522",1522,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,NA,1,0,3,1,2,1,8,1,0,1
"1523",1523,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,NA,0,0,0,0,0,0,0,4,0,1
"1524",1524,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,10,0,1,6,5,3,4,19,1,0,1
"1525",1525,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,8,0,0,1,2,1,1,5,2,0,1
"1526",1526,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,NA,0,0,2,1,0,0,3,3,0,1
"1527",1527,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,6,0,0,0,0,1,2,3,3,0,1
"1528",1528,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,NA,0,0,0,1,0,1,2,3,0,1
"1529",1529,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,9,0,0,0,0,0,1,1,4,0,1
"1530",1530,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,NA,0,0,0,0,0,1,1,4,0,1
"1531",1531,5,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,7,0,0,0,0,0,1,1,4,0,1
"1532",1532,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,NA,0,0,1,0,0,1,2,3,0,1
"1533",1533,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,4,0,0,1,0,0,0,1,4,0,1
"1534",1534,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,NA,0,0,0,1,1,1,3,3,0,1
"1535",1535,6,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,9,0,0,1,0,1,0,2,3,0,1
"1536",1536,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,5,0,0,0,0,0,0,0,4,0,1
"1537",1537,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,10,0,1,2,3,5,2,13,1,0,1
"1538",1538,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,10,0,1,0,0,0,0,1,4,0,1
"1539",1539,4,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,11,0,0,0,0,0,0,0,4,0,1
"1540",1540,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,9,0,0,0,1,0,0,1,4,0,1
"1541",1541,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,13,0,1,0,0,0,2,3,3,0,1
"1542",1542,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,9,0,0,0,1,0,0,1,4,0,1
"1543",1543,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,10,0,0,1,0,0,1,2,3,0,1
"1544",1544,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,9,0,0,0,1,1,2,4,2,0,1
"1545",1545,5,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,5,0,0,1,1,4,3,9,1,0,1
"1546",1546,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,11,0,0,0,1,0,1,2,3,0,1
"1547",1547,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,6,0,0,0,0,1,0,1,4,0,1
"1548",1548,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,NA,0,0,2,0,0,1,3,3,0,1
"1549",1549,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,7,0,0,2,0,2,1,5,2,0,1
"1550",1550,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,10,0,1,0,0,1,0,2,3,0,1
"1551",1551,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,14,0,1,1,3,1,1,7,1,0,1
"1552",1552,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,18,0,2,1,2,0,0,5,2,0,1
