"articleID","title","authors","n_authors","coauthored","journal","hindex","pub_year","page_count","year0","year1","year2","year3","year4","year5","total_cites","quartile","indexed_pubMed","indexed_psycINFO","indexed_SWA","years_active","cited","authors_factor","database_factor"
1221,"The Functions of Social Support in the Mental Health of Male and Female Migrant Workers in China","Wong, Daniel Fu Keung; Leung, Grace",2,1,"HEALTH & SOCIAL WORK",15,2008,11,0,0,2,1,2,4,9,1,1,1,1,40,1,"2","3"
1222,"Self-Perceived Risk of HIV among Women with Protective Orders against Male Partners","Cole, Jennifer; Logan, T. K.; Shannon, Lisa",3,1,"HEALTH & SOCIAL WORK",15,2008,12,0,1,0,0,0,1,2,3,1,1,1,40,1,"3","3"
1223,"Parents of Preterm Infants Two Months after Discharge from the Hospital: Are They Still at (Parental) Risk?","Olshtain-Mann, Orly; Auslander, Gail K.",2,1,"HEALTH & SOCIAL WORK",15,2008,10,0,0,0,1,1,5,7,1,1,1,1,40,1,"2","3"
1224,"Intimate Partner Violence: A Call for Social Work Action","Murphy, Sharon A.; Ouimet, Lilianne V.",2,1,"HEALTH & SOCIAL WORK",15,2008,6,0,0,0,0,1,0,1,4,1,1,1,40,1,"2","3"
1225,"From Hospital to Nursing Facility: Factors Influencing Decisions","Mason, Susan E.; Auerbach, Charles; LaPorte, Heidi Heft",3,1,"HEALTH & SOCIAL WORK",15,2009,8,0,1,0,2,1,1,5,2,1,1,1,40,1,"3","3"
1226,"Education: A Complex and Empowering Social Work Intervention at the End of Life","Cagle, John G.; Kovacs, Pamela J.",2,1,"HEALTH & SOCIAL WORK",15,2009,11,0,1,1,0,1,1,4,2,1,1,1,40,1,"2","3"
1227,"The Influence of Community-Based Services on the Burden of Spouses Caring for Their Partners with Dementia","Sussman, Tamara; Regehr, Cheryl",2,1,"HEALTH & SOCIAL WORK",15,2009,11,0,3,3,2,2,3,13,1,1,1,1,40,1,"2","3"
1228,"Roles, Responsibilities, and Relationships among Older Husbands Caring for Wives with Progressive Dementia and Other Chronic Conditions","Sanders, Sara; Power, James",2,1,"HEALTH & SOCIAL WORK",15,2009,11,0,1,1,0,1,5,8,1,1,1,1,40,1,"2","3"
1229,"Posttraumatic Stress and Growth: The Contribution of Cognitive Appraisal and Sense of Belonging to the Country","Dekel, Rachel; Nuttman-Shwartz, Orit",2,1,"HEALTH & SOCIAL WORK",15,2009,10,2,4,2,6,8,5,27,1,1,1,1,40,1,"2","3"
1230,"The Many Layers of Social Support: Capturing the Voices of Young People with Spina Bifida and Their Parents","Antle, Beverley J.; Montgomery, Gert; Stapleford, Christine",3,1,"HEALTH & SOCIAL WORK",15,2009,10,0,0,1,3,3,2,9,1,1,1,1,40,1,"3","3"
1231,"HIV-Infected African Parents Living in Stockholm, Sweden: Disclosure and Planning for Their Children's Future","Asander, Ann-Sofie; Bjorkman, Anders; Belfrage, Erik; Faxelid, Elisabeth",4,1,"HEALTH & SOCIAL WORK",15,2009,9,0,1,1,1,5,0,8,1,1,1,1,40,1,"4+","3"
1232,"Illness of the Mind or Illness of the Spirit? Mental Health-Related Conceptualization and Practices of Older Iranian Immigrants","Martin, Shadi Sahami",1,0,"HEALTH & SOCIAL WORK",15,2009,10,0,0,0,1,1,2,4,2,1,1,1,40,1,"1","3"
1233,"Understanding Rape Survivors' Decisions Not to Seek Help from Formal Social Systems","Patterson, Debra; Greeson, Megan; Campbell, Rebecca",3,1,"HEALTH & SOCIAL WORK",15,2009,10,0,1,3,8,3,4,19,1,1,1,1,40,1,"3","3"
1234,"The Influence of Religiosity on Depression among Low-Income People with Diabetes","Kilbourne, Barbara; Cummings, Sherry M.; Levine, Robert S.",3,1,"HEALTH & SOCIAL WORK",15,2009,11,1,2,2,1,1,1,8,1,1,1,1,40,1,"3","3"
1235,"Eradicating Perinatal HIV Transmission Is Possible: A Model for Social Work Practitioners","Washington, Thomas Alex; Meyer-Adams, Nancy; Anaya, Susana",3,1,"HEALTH & SOCIAL WORK",15,2009,4,0,0,0,0,0,0,0,4,1,1,1,40,0,"3","3"
1236,"Childhood Body Mass Index in Community Context: Neighborhood Safety, Television Viewing, and Growth Trajectories of BMI","Cecil-Karb, Rebecca; Grogan-Kaylor, Andrew",2,1,"HEALTH & SOCIAL WORK",15,2009,9,0,3,2,3,6,3,17,1,1,1,1,40,1,"2","3"
1237,"Parent Mentoring and Child Anticipatory Guidance with Latino and African American Families","Farber, Michaela L. Z.",1,0,"HEALTH & SOCIAL WORK",15,2009,11,0,0,0,1,1,1,3,3,1,1,1,40,1,"1","3"
1238,"Neuroplasticity, Psychosocial Genomics, and the Biopsychosocial Paradigm in the 21st Century","Garland, Eric L.; Howard, Matthew Owen",2,1,"HEALTH & SOCIAL WORK",15,2009,9,0,1,0,5,5,8,19,1,1,1,1,40,1,"2","3"
1239,"Parental Self-Efficacy and Stress-Related Growth in the Transition to Parenthood: A Comparison between Parents of Pre- and Full-Term Babies","Spielman, Varda; Taubman-Ben-Ari, Orit",2,1,"HEALTH & SOCIAL WORK",15,2009,12,0,1,2,7,3,4,17,1,1,1,1,40,1,"2","3"
1240,"The Impact of Emotional and Material Social Support on Women's Drug Treatment Completion","Lewandowski, Cathleen A.; Hill, Twyla J.",2,1,"HEALTH & SOCIAL WORK",15,2009,9,0,0,1,3,0,1,5,2,1,1,1,40,1,"2","3"
1241,"Sexuality and Life-Threatening Illness: Implications for Social Work and Palliative Care","Cagle, John G.; Bolte, Sage",2,1,"HEALTH & SOCIAL WORK",15,2009,11,0,0,1,2,1,1,5,2,1,1,1,40,1,"2","3"
1242,"HIV Testing Rates and Testing Locations, by Race and Ethnicity","Rountree, Michele A.; Chen, Lynn; Brown, Adama; Pomeroy, Elizabeth C.",4,1,"HEALTH & SOCIAL WORK",15,2009,10,0,2,1,1,3,2,9,1,1,0,1,40,1,"4+","2"
1243,"Predictors of Medication Adherence in an AIDS Clinical Trial: Patient and Clinician Perceptions","Cox, Lisa E.",1,0,"HEALTH & SOCIAL WORK",15,2009,8,0,0,1,0,0,0,1,4,1,1,1,40,1,"1","3"
1244,"HIV/AIDS in Communities of Color: A Lasswellian Analysis","Humble, Michael N.; Bride, Brian E.",2,1,"HEALTH & SOCIAL WORK",15,2009,7,0,0,0,0,0,0,0,4,1,0,1,40,0,"2","2"
1245,"Chopsticks Don't Make It Culturally Competent: Addressing Larger Issues for HIV Prevention among Gay, Bisexual, and Queer Asian Pacific Islander Men","Han, Chong-suk",1,0,"HEALTH & SOCIAL WORK",15,2009,9,0,0,0,0,2,1,3,3,1,1,1,40,1,"1","3"
1246,"Perceptions of Sexual Risks and Injection for HIV among African American Women Who Use Crack Cocaine in Nashville, Tennessee","MacMaster, Samuel A.; Rasch, Randolph F. R.; Kinzly, Mark L.; Cooper, R. Lyle; Adams, Susan M.",5,1,"HEALTH & SOCIAL WORK",15,2009,9,0,0,0,0,0,0,0,4,1,1,1,40,0,"4+","3"
1247,"Social Marginalization and Children's Rights: HIV-Affected Children in the Republic of Trinidad and Tobago","Jones, Adele",1,0,"HEALTH & SOCIAL WORK",15,2009,8,0,0,0,0,1,2,3,3,1,1,1,40,1,"1","3"
1248,"Social work and refugees","Joseph, S",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,13,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1249,"Juvenile delinquents and role of family and school - Three cases of homicide in Kolkata","Sumita, S",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,22,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1250,"An India-Canada field education partnership","Barlow, CA",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,13,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1251,"Asian challenges to globalisation of social work education","Yip, KS",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,18,0,0,0,1,0,0,1,4,0,0,0,76,1,"1","0"
1252,"Effect of social work intervention on attempted suicide","Das, DKL; Mathew, A; Mrudula, K",3,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,17,0,0,0,0,0,0,0,4,0,0,0,76,0,"3","0"
1253,"Child care alternatives adopted by mothers working nightshifts","Gokhale, J",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,22,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1254,"Attitude towards corruption - Causal model and path analysis","Sengupta, PB",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,19,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1255,"Situation of the elderly in the Himalayan Kingdom of Nepal","Chalise, HN; Shreshta, S",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,8,0,0,0,0,0,0,0,4,0,0,0,76,0,"2","0"
1256,"On science and the human condition - An essay at the interface","Mohan, B",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,12,0,0,0,1,0,0,1,4,0,0,0,76,1,"1","0"
1257,"Environmental, gender and institutional dimensions of drinking water supply - A district level case experience in rural Tamil Nadu","Ravichandran, M; Boopathi, S",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,19,0,0,0,0,0,0,0,4,0,0,0,76,0,"2","0"
1258,"Determinants of the caregiver's appraisal in the context of caregiving","Banu, N; Mayuri, K",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,21,0,0,0,0,0,0,0,4,0,0,0,76,0,"2","0"
1259,"Empowerment-based social work practice - Issues and challenges","Hossen, MA",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,15,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1260,"Corporate social responsibility in the globalised business environment - Community relations at NALCO","Pradhan, P; Parida, SC; Rath, BP",3,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,12,0,0,0,0,0,0,0,4,0,0,0,76,0,"3","0"
1261,"Socioeconomic status of scavengers engaged in the practice of manual scavenging in Maharashtra","Beck, H; Darokar, S",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,14,0,0,0,0,0,0,0,4,0,0,0,76,0,"2","0"
1262,"Grazing land to daclits in Madhya Pradesh - Social opportunity and political cost","Choudhary, SN",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,19,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1263,"Quality of life and life satisfaction - Perspective of institutionalised elderly women and men in Turkey","Gonen, E; Ozmete, E",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,18,0,0,0,0,0,0,0,4,0,0,1,76,0,"2","1"
1264,"Evaluation of cataract surgical service delivery to the visually impaired","Mahalingam, K",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,NA,0,0,0,0,0,0,0,4,0,0,1,76,0,"1","1"
1265,"Confidentiality, stigma, discrimination and voluntary disclosures - Experiences of people living with HIV/AIDS","Mulye, R; Raja, T; Menon, M; Pereira, J; Barnes, BL",5,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,13,0,0,0,0,0,0,0,4,0,0,1,76,0,"4+","1"
1266,"Problems faced by the tribal students in education","Pathania, R; Kaur, P; Pathania, P",3,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,12,0,0,0,0,0,0,0,4,0,0,1,76,0,"3","1"
1267,"Social casework intervention with persons who inject drugs","Packiaraj, DJ",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,10,0,0,0,0,0,0,0,4,0,0,1,76,0,"1","1"
1268,"Scripting survival, irony and vulnerability - Reflections on civil society responses to the Mumbai floods","Nagaraj, VK",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,7,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1269,"Child and adolescent sexual abuse in health facilities","Jaswal, Surinder",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,19,0,0,0,1,0,0,1,4,0,0,1,76,1,"1","1"
1270,"Reproductive health awareness among college-going girls","Kamalam, K. Jyothi; Rajalakshmi, B.",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,17,0,0,0,0,0,0,0,4,0,0,1,76,0,"2","1"
1271,"Reproductive health constraints of adolescent school girls","Reddy, P. J.; Rani, D. Usha; Reddy, G. B.; Reddy, K. K.",4,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,11,0,0,0,0,0,0,0,4,0,0,1,76,0,"4+","1"
1272,"Reproductive health, sexual activity and condom use - Knowledge among male college students in Mumbai","Rangaiyan, Gurumurthy; Verma, Ravi K.",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,18,0,0,0,0,0,0,0,4,0,0,1,76,0,"2","1"
1273,"Sexual and reproductive health status of adolescents and young married girls - Issues and concerns","Rani, P. M. Sandhya",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,12,0,0,0,0,0,0,0,4,0,0,1,76,0,"1","1"
1274,"AIDS awareness campaigns, sex education programmes and pornography - The shaping of sexuality awareness among college students","Abraham, Leena",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,40,0,0,0,0,0,0,0,4,0,0,1,76,0,"1","1"
1275,"Female sex workers and clients - Contexts, sexual behaviour and implications","Kumar, K. Anil",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,15,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1276,"Sexuality and substance use","Rego, Anita; Gandevia, Katy Y.",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,16,0,0,0,0,0,0,0,4,0,0,1,76,0,"2","1"
1277,"Sexuality in adolescents with visual disability","Juvva, Srilatha; Biswas, Bipasha; Rego, Anita",3,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2005,28,0,0,0,0,0,0,0,4,0,0,1,76,0,"3","1"
1278,"Methodology of social sciences - Positivism, anti-positivism, and the phenomenological mediation","Tharakan, Koshy",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,16,0,0,0,0,0,0,0,4,0,0,1,76,0,"1","1"
1279,"Constructivism in social science methodology - A reconsideration","Hegde, Sasheej",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,13,0,0,0,0,0,0,0,4,0,0,1,76,0,"1","1"
1280,"The sample survey - Persistent issues and emergent trends","Sooryamoorthy, R.",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,16,0,0,0,0,0,0,0,4,0,0,1,76,0,"1","1"
1281,"Quantitative data analysis in social science research: New developments","Singh, D. P.",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,21,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1282,"Space and social research - Some methodological issues","Bhagat, R. B.",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,10,0,0,0,0,0,0,0,4,0,0,1,76,0,"1","1"
1283,"Changing database for population and health research in India - An overview","Sekher, T. V.",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,12,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1284,"Qualitative research methodology - Epistemological foundation and research procedures","Nakkeeran, N.",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,15,0,0,0,0,0,0,0,4,0,0,1,76,0,"1","1"
1285,"Global-local interface in ethnography","Mathur, Nita",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,16,0,0,0,0,0,0,0,4,0,0,1,76,0,"1","1"
1286,"Continuing engagement of fieldwork and the writing machine","Arora, Vibha",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,14,0,0,0,0,0,0,0,4,0,0,1,76,0,"1","1"
1287,"Vicissitudes and visuals - A methodological discourse","Chakrabarti, Dalia",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,16,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1288,"Research as a process for social empowerment - An anthropologist's boundary-transcending reflections","Menon, Vineetha",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,17,0,0,0,0,0,0,0,4,0,0,1,76,0,"1","1"
1289,"Ethical issues in social research","Thakur, Manish Kumar",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,17,0,0,0,0,0,0,0,4,0,0,1,76,0,"1","1"
1290,"Factors affecting family resiliency","Chan, Y. C.",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,14,0,0,0,0,0,0,0,4,0,0,1,76,0,"1","1"
1291,"Beyond private and public - New perspectives on personal and personalist social work","Chatterjee, Arnab",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,17,0,0,0,0,1,0,1,4,0,0,1,76,1,"1","1"
1292,"Dimensions of vulnerability, agrarian communities and social work intervention","Kumar, Ajit",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,15,0,0,0,0,0,0,0,4,0,0,1,76,0,"1","1"
1293,"Is Mumbai losing its attraction for migrants?","Gupta, Kamla; Yesudian, P. Princy",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,16,0,0,0,0,0,0,0,4,0,0,1,76,0,"2","1"
1294,"Perception,of organisational climate and job satisfaction in nursing staff personnel - Influence of personality and self-efficacy","Sharma, Monika; Ghosh, Anjali",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,12,0,0,0,0,1,0,1,4,0,0,1,76,1,"2","1"
1295,"Socioeconomic status of elderly women in India and Japan","Ramachandran, Rathi; Radhika, R.",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,21,0,0,0,0,0,0,0,4,0,0,1,76,0,"2","1"
1296,"Injecting drug users in Kolkata","Chakrabarti, Prafulla; Chowdhury, Sudip K.",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,18,0,0,0,0,0,0,0,4,0,0,1,76,0,"2","1"
1297,"Women's Status in Bangladesh An Empirical Study","Mondal, Md Nazrul Islam; Hossain, Md. Kamal; Ali, Md. Korban",3,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,12,0,0,0,0,0,0,0,4,0,0,0,76,0,"3","0"
1298,"Are Adolescents at Mental Health Risk in Single Parent Families?","Mahajan, Vibha; Sharma, Deepali",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,17,0,0,0,0,0,0,0,4,0,0,0,76,0,"2","0"
1299,"Pendulum in Child Welfare Social Work The State's Rights vs. Parental Rights over Children","Kwok, Sui Ming",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,11,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1300,"Global Standard of Social Work Education An Asian Critique","Yip, Kam-Shing",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,14,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1301,"User Fee in Public Health Institutions An Experience Across Asian and African Countries","Afroz, Saman",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,15,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1302,"Combating Alzheimer's Disease Immediate Concerns and Implications for Social Workers","Sinha, Debotosh; Dey, Namita",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2006,13,0,0,0,0,0,0,0,4,0,0,0,76,0,"2","0"
1303,"Exploring the unexplored - Dalit wordview in develooment discourse","Waghmore, Suryakant",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,17,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1304,"India's new caste war - The archaeology of a perpetual conflict","Mohan, Brij",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,10,0,0,0,0,1,0,1,4,0,0,0,76,1,"1","0"
1305,"State, market and development of Dalits","Teltumbde, Anand",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,22,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1306,"Development of the Dalits - Some observations","Jogdand, P. G.",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,17,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1307,"Human rights violations against Dalits - A case of failed state?","Tiwari, Arvind",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,15,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1308,"When the marginalised mobilise - A case of the Bahujan Samaj Party","Kumar, Vivek",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,13,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1309,"Dalit politics in the nineties - Electoral politics and predicament before an underprivileged community","Palshikar, Suhas",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,29,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1310,"How much does the city help Dalits? Life of Dalits in Pune: Overview of a century","Deshpande, Rajeshwari",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,22,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1311,"The Musahars of Bihar - A Dalit community in the vortex of change","Prasad, Anirudh",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,16,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1312,"Scavengers and Scavenging in Andhra Pradesh","Prasad, B. Devi",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,15,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1313,"Family Interaction Patterns and Dysfunction Analysis in Suicide Attempters","Stanley, Selwyn; Ramakrishnan, K.",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,11,0,0,0,0,0,0,0,4,0,0,0,76,0,"2","0"
1314,"Quality of Life of Migrant Households in Select Slums of Tamil Nadu","Sundari, S.",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,20,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1315,"Utilisation of Primary Healthcare Services Experiences and Perceptions of a Rural Community in East Godavari District","Babu, B. V.; Varma, G. R.; Nayak, A. R.; Rath, K.",4,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,13,0,0,0,0,0,0,0,4,0,0,0,76,0,"4+","0"
1316,"School Dropouts of SC and ST Students in Chennai Corporation Schools","Peter, S.; Raman, K. J.; Ravilochanan, P.",3,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,11,0,0,0,0,0,0,0,4,0,0,0,76,0,"3","0"
1317,"Relationship between Gender Roles in the Family and Performing Domestic Tasks","Copur, Zeynep; Erkal, Sibel; Dogan, Nuri; Safark, Sukram",4,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,23,0,0,0,0,0,0,0,4,0,0,0,76,0,"4+","0"
1318,"Growing Up in an Adverse Milieu Education and Occupation of Sex Workers' Children","Adhikari, Harasankar",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,26,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1319,"Social Work Intervention in End of Life Care","Stanley, Selwyn; Selwyn, Sheeba",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,18,0,0,0,0,0,0,0,4,0,0,0,76,0,"2","0"
1320,"Renewing Strengths A Training Experience with Women Animators","Narayan, Lata",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,16,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1321,"Quality of Life among People with Epilepsy Implication for Psychosocial Intervention","Janardhan, N.; Johnson, John; Parthasarathy, R.",3,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,11,0,0,0,0,0,0,0,4,0,0,0,76,0,"3","0"
1322,"Improving Irrigation Efficiency in Kerala through Participatory Irrigation Management An Analysis","Chackacherry, George; Chandran, K. Madhava",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,12,0,0,0,0,0,0,0,4,0,0,0,76,0,"2","0"
1323,"Technological Changes and Employees' Perception A Study of Punjab State","Sharma, Jyoti",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,10,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1324,"Poor Obstetric Care in Tribal and Rural Areas of Visakhapatnam District","Kusuma, Y. S.; Varma, G. R.",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,15,0,0,0,0,0,0,0,4,0,0,0,76,0,"2","0"
1325,"Effects of Socioeconomic Characteristics on Infant and Child Mortality A Study of Rajshahi District, Bangladesh","Rahman, Md. Mizamur; Ali, M. Korban",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,13,0,0,0,0,0,0,0,4,0,0,0,76,0,"2","0"
1326,"Reconceptualising 'Immigrants' The Idea of Transnational Citizens and its Implications for Social Work","Sahoo, Ajaya Kumar; Sangha, Dave",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,14,0,0,0,0,0,0,0,4,0,0,0,76,0,"2","0"
1327,"Female Agricultural Workers in Cotton Cultivation in Turkey","Guen, Sema; Guelcubuk, Buelent; Olhan, Emine; Yildirak, Nurettin",4,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,11,0,0,0,0,0,0,0,4,0,0,0,76,0,"4+","0"
1328,"Managerial Perspective of Employee Counselling in Indian Organisations A Qualitative Analysis","Kaila, H. L.",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,18,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1329,"A Study on the Improvement of Socioeconomic and Educational Status of Families through Various Governmental Schemes","Bagheri, Masoumeh; Nabavi, S. Abdolhossein; Rezadoost, Karim; Navah, Abdolreza",4,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,17,0,0,0,0,0,0,0,4,0,0,0,76,0,"4+","0"
1330,"Beggary in Urban India Reflections on Destitution and Exploitation","Sarkar, Sumita",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,14,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1331,"After Age 60 in India A Glimpse through Census and NSSO","Singh, D. P.; Yesudian, Princy",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,16,0,0,0,0,0,0,0,4,0,0,0,76,0,"2","0"
1332,"Staying Active and Promoting Well-being Among the Elderly A Study of Old Age Homes in Orissa","Mishra, Anindya Jayanta",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,12,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1333,"Field Work Training in Social Work Curriculum Reflections on Learning and Teaching","Mallick, Anupiriyo",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2007,8,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1334,"Evidence-based Social Work The Actuarial Re-Casting of Social Work","Webb, Stephen",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,15,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1335,"Accessibility and Affordability of Higher Education in the 21st Century in Lesotho Role of Social Workers in the 21st Century","Chitereka, Christopher",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,14,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1336,"Teacher Motivation Role of Values and Social Support","Khora, Sthabir",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,12,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
1337,"Strengthening Resilience within Families in Addiction Treatment","Sankaran, Lakshmi; Muralidhar, D.; Benegal, Vivek",3,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,9,0,0,0,0,0,0,0,4,0,0,0,76,0,"3","0"
1338,"Polychronic Attitude and Household Activities in Single- and Dual-Career Families","Patra, Anathbandhu; Suar, Damodar",2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,9,0,0,0,0,0,0,0,4,0,0,0,76,0,"2","0"
1339,"ICT for Improving the Quality of Health Practices","Nair, Pradeep",1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2008,8,0,0,0,0,0,0,0,4,0,0,0,76,0,"1","0"
