"","articleID","n_authors","coauthored","journal","hindex","pub_year","year1","year2","year3","year4","year5","total_cites","quartile"
"1377",1595,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1378",1596,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1379",1597,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1380",1598,4,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,1,1,2,3
"1381",1599,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1382",1600,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1383",1601,2,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1384",1602,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1385",1603,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1386",1604,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1387",1605,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1388",1606,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1389",1607,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1390",1608,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1391",1609,3,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1392",1610,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1393",1611,3,1,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1394",1612,1,0,"INDIAN JOURNAL OF SOCIAL WORK",1,2009,0,0,0,0,0,0,4
"1395",1613,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,1,1,2,0,4,2
"1396",1614,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,1,1,0,0,2,3
"1397",1615,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,1,3,1,6,11,1
"1398",1616,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,0,0,0,0,0,4
"1399",1617,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,1,0,0,1,2,3
"1400",1618,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,0,0,0,0,0,4
"1401",1619,5,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,0,0,1,0,1,4
"1402",1620,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,1,0,2,2,0,5,2
"1403",1621,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,0,3,3,1,7,1
"1404",1622,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,1,0,1,3,1,6,1
"1405",1623,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,0,1,0,0,1,4
"1406",1624,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,1,1,1,0,3,2
"1407",1625,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,0,2,0,1,3,2
"1408",1626,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,0,0,0,0,0,4
"1409",1627,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,0,0,2,0,2,3
"1410",1628,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,3,1,4,0,8,1
"1411",1629,5,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,0,0,2,3,5,2
"1412",1630,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,0,0,2,1,3,2
"1413",1631,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,0,0,1,2,3,2
"1414",1632,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,1,0,1,4,4,10,1
"1415",1633,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,2,0,2,2,1,7,1
"1416",1634,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,1,1,5,1,2,10,1
"1417",1635,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,2,6,6,1,5,20,1
"1418",1636,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,2,1,2,1,6,1
"1419",1637,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,1,0,0,1,0,2,3
"1420",1638,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,1,2,3,3,2,11,1
"1421",1639,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,0,0,1,0,1,4
"1422",1640,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,0,1,1,0,2,3
"1423",1641,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,0,1,1,2,4,2
"1424",1642,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,0,1,0,0,2,3,2
"1425",1643,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2005,1,0,1,4,2,8,1
"1426",1644,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,1,0,2,7,3,13,1
"1427",1645,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,1,1,0,2,0,4,2
"1428",1646,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,2,0,2,4,2
"1429",1647,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,1,1,2,0,1,5,2
"1430",1648,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,0,0,1,1,4
"1431",1649,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,0,1,0,1,4
"1432",1650,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,2,1,1,0,4,2
"1433",1651,6,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,0,0,0,0,4
"1434",1652,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,1,1,1,3,2
"1435",1653,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,1,1,0,2,3
"1436",1654,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,0,1,0,1,4
"1437",1655,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,3,0,1,4,2
"1438",1656,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,1,1,0,1,3,6,1
"1439",1657,4,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,0,0,0,0,4
"1440",1658,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,1,1,0,0,2,3
"1441",1659,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,1,4,0,1,6,1
"1442",1660,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,0,1,1,2,3
"1443",1661,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,3,1,6,2,12,1
"1444",1662,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,2,0,1,3,2
"1445",1663,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,1,1,0,0,2,4,2
"1446",1664,4,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,0,2,2,4,2
"1447",1665,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,1,2,1,5,9,1
"1448",1666,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,0,0,0,0,4
"1449",1667,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,1,1,0,2,3
"1450",1668,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,2,0,0,0,2,3
"1451",1669,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,0,0,0,0,4
"1452",1670,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,0,0,0,0,4
"1453",1671,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,4,2,4,2,12,1
"1454",1672,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,0,1,1,2,3
"1455",1673,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,2,1,2,0,5,2
"1456",1674,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,0,0,0,0,4
"1457",1675,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,1,4,2,0,7,1
"1458",1676,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,1,1,1,3,2
"1459",1677,4,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,1,0,0,0,1,4
"1460",1678,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,0,0,2,2,3
"1461",1679,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,2,5,3,2,2,14,1
"1462",1680,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,2,0,0,2,3
"1463",1681,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,0,0,0,0,4
"1464",1682,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,1,0,0,2,3,2
"1465",1683,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,1,0,2,1,0,4,2
"1466",1684,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,0,0,0,0,4
"1467",1685,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2006,0,0,0,0,0,0,4
"1468",1686,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,2,1,0,0,0,3,2
"1469",1687,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,1,0,0,0,0,1,4
"1470",1688,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,2,0,0,1,2,5,2
"1471",1689,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,6,5,6,5,6,28,1
"1472",1690,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,0,1,0,1,4
"1473",1691,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,1,0,0,0,0,1,4
"1474",1692,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,1,0,1,2,0,4,2
"1475",1693,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,0,0,0,0,4
"1476",1694,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,1,1,0,0,2,3
"1477",1695,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,2,0,2,4,2
"1478",1696,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,2,1,2,4,1,10,1
"1479",1697,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,4,0,1,1,6,1
"1480",1698,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,1,3,1,0,0,5,2
"1481",1699,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,1,2,0,1,4,2
"1482",1700,4,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,3,0,2,0,1,6,1
"1483",1701,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,2,1,0,3,2
"1484",1702,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,0,1,0,1,4
"1485",1703,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,1,0,2,0,3,2
"1486",1704,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,1,1,0,0,2,3
"1487",1705,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,3,1,0,4,2
"1488",1706,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,1,2,0,0,3,2
"1489",1707,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,0,1,1,2,3
"1490",1708,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,1,2,2,0,4,9,1
"1491",1709,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,1,2,2,2,7,1
"1492",1710,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,0,0,0,0,4
"1493",1711,4,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,0,1,0,1,4
"1494",1712,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,0,0,0,0,4
"1495",1713,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,0,1,0,1,4
"1496",1714,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,4,1,4,9,1
"1497",1715,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,1,2,3,6,1
"1498",1716,5,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,0,0,0,0,4
"1499",1717,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,2,5,2,6,4,19,1
"1500",1718,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,0,1,0,1,4
"1501",1719,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,0,0,0,0,4
"1502",1720,4,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,0,1,0,1,4
"1503",1721,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,0,0,0,0,4
"1504",1722,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,0,0,0,1,0,1,4
"1505",1723,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,2,0,3,3,3,11,1
"1506",1724,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,2,1,0,1,0,4,2
"1507",1725,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2007,2,0,1,1,0,4,2
"1508",1726,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,1,1,5,3,10,1
"1509",1727,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,2,1,5,2,7,17,1
"1510",1728,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,1,0,0,0,0,1,4
"1511",1729,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,1,1,2,1,5,2
"1512",1730,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,1,0,0,1,4
"1513",1731,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,2,1,2,5,2
"1514",1732,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,1,1,2,4,2
"1515",1733,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,0,0,1,1,4
"1516",1734,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,1,2,2,1,6,1
"1517",1735,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,2,0,0,0,0,2,3
"1518",1736,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,3,1,1,1,6,1
"1519",1737,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,2,0,0,0,2,3
"1520",1738,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,2,1,1,1,5,2
"1521",1739,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,0,2,0,2,3
"1522",1740,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,3,1,2,1,7,1
"1523",1741,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,0,0,0,0,4
"1524",1742,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,1,6,5,3,4,19,1
"1525",1743,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,1,2,1,1,5,2
"1526",1744,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,2,1,0,0,3,2
"1527",1745,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,0,1,2,3,2
"1528",1746,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,1,0,1,2,3
"1529",1747,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,0,0,1,1,4
"1530",1748,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,0,0,1,1,4
"1531",1749,5,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,0,0,1,1,4
"1532",1750,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,1,0,0,1,2,3
"1533",1751,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,1,0,0,0,1,4
"1534",1752,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,1,1,1,3,2
"1535",1753,6,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,1,0,1,0,2,3
"1536",1754,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,0,0,0,0,4
"1537",1755,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,1,2,3,5,2,13,1
"1538",1756,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,1,0,0,0,0,1,4
"1539",1757,4,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,0,0,0,0,4
"1540",1758,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,1,0,0,1,4
"1541",1759,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,1,0,0,0,2,3,2
"1542",1760,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,1,0,0,1,4
"1543",1761,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,1,0,0,1,2,3
"1544",1762,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,1,1,2,4,2
"1545",1763,5,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,1,1,4,3,9,1
"1546",1764,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,1,0,1,2,3
"1547",1765,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,0,0,1,0,1,4
"1548",1766,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,2,0,0,1,3,2
"1549",1767,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2008,0,2,0,2,1,5,2
"1550",1768,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,1,0,0,1,0,2,3
"1551",1769,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,1,1,3,1,1,7,1
"1552",1770,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,2,1,2,0,0,5,2
"1553",1771,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,1,0,2,1,1,5,2
"1554",1772,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,3,1,1,5,0,10,1
"1555",1773,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,0,1,0,1,4
"1556",1774,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,2,1,1,1,5,2
"1557",1775,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,1,3,1,0,5,2
"1558",1776,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,1,0,1,0,0,2,3
"1559",1777,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,2,0,1,0,0,3,2
"1560",1778,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,4,5,3,8,8,28,1
"1561",1779,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,2,2,0,0,4,2
"1562",1780,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,1,0,0,1,4
"1563",1781,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,1,0,2,1,2,6,1
"1564",1782,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,1,1,1,1,4,2
"1565",1783,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,0,0,0,0,4
"1566",1784,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,1,2,3,2,8,1
"1567",1785,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,0,0,2,2,3
"1568",1786,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,0,1,0,1,4
"1569",1787,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,2,0,0,0,0,2,3
"1570",1788,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,1,1,0,3,0,5,2
"1571",1789,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,1,2,1,0,0,4,2
"1572",1790,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,0,0,0,0,4
"1573",1791,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,1,5,3,6,0,15,1
"1574",1792,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,0,0,2,2,3
"1575",1793,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,1,0,0,1,4
"1576",1794,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,1,0,0,1,1,3,2
"1577",1795,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,1,3,0,2,6,1
"1578",1796,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,0,2,0,2,3
"1579",1797,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,1,0,0,0,1,4
"1580",1798,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,1,2,0,1,0,4,2
"1581",1799,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,1,0,0,0,1,4
"1582",1800,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,0,0,0,0,4
"1583",1801,4,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,1,0,0,1,2,3
"1584",1802,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,3,0,1,2,1,7,1
"1585",1803,3,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,0,0,0,0,4
"1586",1804,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,1,1,0,2,3
"1587",1805,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,0,0,0,0,4
"1588",1806,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,0,0,0,0,4
"1589",1807,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,2,0,0,2,3
"1590",1808,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,0,0,0,0,4
"1591",1809,1,0,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,0,0,0,0,4
"1592",1810,2,1,"INTERNATIONAL JOURNAL OF SOCIAL WELFARE",12,2009,0,0,0,0,0,0,4
"1593",1811,1,0,"INTERNATIONAL SOCIAL WORK",11,2005,0,0,0,0,0,0,4
"1594",1812,3,1,"INTERNATIONAL SOCIAL WORK",11,2005,0,0,0,0,0,0,4
"1595",1813,1,0,"INTERNATIONAL SOCIAL WORK",11,2005,0,0,0,0,0,0,4
"1596",1814,1,0,"INTERNATIONAL SOCIAL WORK",11,2005,0,1,0,1,0,2,3
"1597",1815,3,1,"INTERNATIONAL SOCIAL WORK",11,2005,0,1,1,2,0,4,2
"1598",1816,1,0,"INTERNATIONAL SOCIAL WORK",11,2005,0,0,0,0,1,1,4
"1599",1817,1,0,"INTERNATIONAL SOCIAL WORK",11,2005,0,1,0,1,0,2,3
"1600",1818,1,0,"INTERNATIONAL SOCIAL WORK",11,2005,0,0,0,0,0,0,4
"1601",1819,1,0,"INTERNATIONAL SOCIAL WORK",11,2005,2,2,0,2,5,11,1
"1602",1820,1,0,"INTERNATIONAL SOCIAL WORK",11,2005,0,0,1,1,2,4,2
"1603",1821,2,1,"INTERNATIONAL SOCIAL WORK",11,2005,0,0,0,0,0,0,4
"1604",1822,3,1,"INTERNATIONAL SOCIAL WORK",11,2005,0,0,0,4,2,6,1
"1605",1823,2,1,"INTERNATIONAL SOCIAL WORK",11,2005,0,0,1,1,0,2,3
"1606",1824,1,0,"INTERNATIONAL SOCIAL WORK",11,2005,1,0,0,1,1,3,2
"1607",1825,5,1,"INTERNATIONAL SOCIAL WORK",11,2005,0,0,0,0,0,0,4
"1608",1826,1,0,"INTERNATIONAL SOCIAL WORK",11,2005,1,1,1,0,2,5,2
"1609",1827,1,0,"INTERNATIONAL SOCIAL WORK",11,2005,0,0,0,0,0,0,4
"1610",1828,2,1,"INTERNATIONAL SOCIAL WORK",11,2005,1,5,0,0,2,8,1
"1611",1829,4,1,"INTERNATIONAL SOCIAL WORK",11,2005,0,0,0,2,2,4,2
"1612",1830,4,1,"INTERNATIONAL SOCIAL WORK",11,2005,0,0,0,1,2,3,2
"1613",1831,2,1,"INTERNATIONAL SOCIAL WORK",11,2005,0,0,0,1,0,1,4
