"","Title","Authors","Corporate.Authors","Editors","Book.Editors","Source.Title","Publication.Date","Publication.Year","Volume","Issue","Part.Number","Supplement","Special.Issue","Beginning.Page","Ending.Page","Article.Number","DOI","Conference.Title","Conference.Date","Total.Citations","Average.per.Year","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X","X.1"
"1998","Faith-based programs and outcomes for street-living youth in Los Angeles, Mumbai and Nairobi - A comparative study","Ferguson, Kristin M.; Dortzbach, Karl; Dyrness, Grace R.; Dabir, Neela; Spruijt-Metz, Donna","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2008",2008,51,"2",NA,"","","159","+","","10.1177/0020872807085856","","",2,0.25,0,0,0,0,1,1,0,0,0,0,0,NA
"1999","Constructing spiritually modified interventions - Cognitive therapy with diverse populations","Hodge, David R.","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2008",2008,51,"2",NA,"","","178","+","","10.1177/0020872807085857","","",8,1,0,0,0,0,0,1,3,2,0,1,1,NA
"2000","The delivery of social services in northern Thailand","Nye, Catherine","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2008",2008,51,"2",NA,"","","193","+","","10.1177/0020872807085858","","",2,0.25,0,0,0,0,0,0,0,0,0,0,2,NA
"2001","Reflections on social work's identity - International themes in Italian practitioners' representation of social work","Fargion, Silvia","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2008",2008,51,"2",NA,"","","206","+","","10.1177/0020872807085859","","",14,1.75,0,0,0,0,0,0,2,3,3,3,3,NA
"2002","Trauma counselling - Beyond the individual","Kasiram, Madhubala; Khosa, Vusi","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2008",2008,51,"2",NA,"","","220","+","","10.1177/0020872807085860","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2003","The effects upon children in Jordan of the imprisonment of their fathers - A social work perspective","Al Gharaibeh, Fakir","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2008",2008,51,"2",NA,"","","233","+","","10.1177/0020872807085861","","",3,0.38,0,0,0,0,0,1,0,0,2,0,0,NA
"2004","An international faculty development experience","O'Dell, Kristi","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2008",2008,51,"2",NA,"","","247","252","","10.1177/0020872807085862","","",1,0.12,0,0,0,0,0,0,0,0,0,1,0,NA
"2005","Social work in the Nordic countries - Contemporary trends and shifts in education and policy","Strauss, Helle","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2008",2008,51,"2",NA,"","","253","261","","10.1177/0020872807085863","","",2,0.25,0,0,0,0,0,1,0,1,0,0,0,NA
"2006","Virginity testing - International law and social work perspectives","Pollack, Daniel","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2008",2008,51,"2",NA,"","","262","267","","10.1177/0020872807085864","","",1,0.12,0,0,0,0,0,1,0,0,0,0,0,NA
"2007","Political activism as a social work strategy in Africa","Mmatli, Tlamelo","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2008",2008,51,"3",NA,"","","297","+","","10.1177/0020872807083913","Joint World Congress of the International-Association-of-Schools-of-Social-Work/34th Global Social Work Congress","JUL 20-24, 2008",9,1.12,0,0,0,0,0,1,1,2,2,2,1,NA
"2008","Reflections on human rights and professional solidarity: A case sstudy in Eritrea","Hoelscher, Dorothee; Berhane, Solomon Y.","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2008",2008,51,"3",NA,"","","311","+","","10.1177/0020872807088078","Joint World Congress of the International-Association-of-Schools-of-Social-Work/34th Global Social Work Congress","JUL 20-24, 2008",3,0.38,0,0,0,0,0,0,0,0,2,0,0,NA
"2009","Genocide and its aftermath","Kabeera, Benon; Sewpaul, Vishanthie","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2008",2008,51,"3",NA,"","","324","+","","10.1177/0020872807088079","Joint World Congress of the International-Association-of-Schools-of-Social-Work/34th Global Social Work Congress","JUL 20-24, 2008",3,0.38,0,0,0,0,0,0,0,2,1,0,0,NA
"2010","Women, migration and HIV/AIDS in Kenya","Mweru, Maureen","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2008",2008,51,"3",NA,"","","337","+","","10.1177/0020872807088080","Joint World Congress of the International-Association-of-Schools-of-Social-Work/34th Global Social Work Congress","JUL 20-24, 2008",5,0.62,0,0,0,0,1,0,0,0,1,1,2,NA
"2011","Developing alternative masculinities as a strategy to address gender-based violence","Sathiparsad, Reshma","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2008",2008,51,"3",NA,"","","348","+","","10.1177/0020872807088081","Joint World Congress of the International-Association-of-Schools-of-Social-Work/34th Global Social Work Congress","JUL 20-24, 2008",7,0.88,0,0,0,0,0,1,1,2,1,1,1,NA
"2012","Experiences of AIDS-related bereavement in the USA and south Africa a comparative study","Demmer, Craig; Burghart, Geraldine","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2008",2008,51,"3",NA,"","","360","+","","10.1177/0020872807088082","Joint World Congress of the International-Association-of-Schools-of-Social-Work/34th Global Social Work Congress","JUL 20-24, 2008",4,0.5,0,0,0,0,1,0,0,1,1,1,0,NA
"2013","South African social work education Critical imperatives for social change in the post-apartheid and post-colonial context","Smith, Linda","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2008",2008,51,"3",NA,"","","371","+","","10.1177/0020872807088083","Joint World Congress of the International-Association-of-Schools-of-Social-Work/34th Global Social Work Congress","JUL 20-24, 2008",3,0.38,0,0,0,0,0,0,0,1,1,1,0,NA
"2014","The intersection of cultural practices and ethics in a rights-based society Implications for South African social workers","Ross, Eleanor","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2008",2008,51,"3",NA,"","","384","+","","10.1177/0020872807088084","Joint World Congress of the International-Association-of-Schools-of-Social-Work/34th Global Social Work Congress","JUL 20-24, 2008",4,0.5,0,0,0,0,0,0,0,0,1,1,2,NA
"2015","Correlation between ethnicity and filial responsibility among three ethnic groups in Israel Ethiopian immigrants, immigrants from the former USSR and native Israelis","Sultany, Tom; Lavie, Yotam; Haimov, Iris","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2008",2008,51,"3",NA,"","","396","+","","10.1177/0020872807088085","Joint World Congress of the International-Association-of-Schools-of-Social-Work/34th Global Social Work Congress","JUL 20-24, 2008",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2016","The problem of African orphans and street children affected by HIV/AIDS Making choices between community-based and institutional care practices","Chama, Samson Bwalya","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2008",2008,51,"3",NA,"","","410","415","","10.1177/0020872807088086","Joint World Congress of the International-Association-of-Schools-of-Social-Work/34th Global Social Work Congress","JUL 20-24, 2008",2,0.25,0,0,0,0,1,0,0,0,1,0,0,NA
"2017","Social work and world poverty","Jordan, Bill","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2008",2008,51,"4",NA,"","","440","+","","10.1177/0020872808090238","","",4,0.5,0,0,0,0,0,0,2,0,1,1,0,NA
"2018","The politics of poverty and social development","Correll, Denys","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2008",2008,51,"4",NA,"","","453","+","","10.1177/0020872808090239","","",6,0.75,0,0,0,0,0,1,2,0,1,1,1,NA
"2019","Microenterprise, global poverty and social development","Midgley, James","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2008",2008,51,"4",NA,"","","467","+","","10.1177/0020872808090240","","",7,0.88,0,0,0,0,0,1,1,1,1,2,1,NA
"2020","Globalization - What impact and opportunities for the poor and unemployed in South Africa?","Triegaardt, Jean D.","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2008",2008,51,"4",NA,"","","480","+","","10.1177/0020872808090241","","",1,0.12,0,0,0,0,0,0,0,0,0,0,1,NA
"2021","Neo-liberalism - Bottom-up counter-narratives","Strier, Roni; Surkis, Tami; Biran, Dorit","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2008",2008,51,"4",NA,"","","493","+","","10.1177/0020872808090242","","",2,0.25,0,0,0,0,0,0,1,1,0,0,0,NA
"2022","The unconditional basic income guarantee - Attempts to eclipse the welfare state","Caputo, Richard K.","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2008",2008,51,"4",NA,"","","509","+","","10.1177/0020872808090244","Joint World Congress of the International-Association-of-Schools-of-Social-Work/Global Social Work 2006 Conference","AUG 28-SEP 02, 2006",1,0.12,0,0,0,0,0,0,1,0,0,0,0,NA
"2023","Poverty and its alleviation - The Nigerian experience","Ewhrudjakpor, Christian","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2008",2008,51,"4",NA,"","","519","+","","10.1177/0020872808090245","","",1,0.12,0,0,0,0,1,0,0,0,0,0,0,NA
"2024","Engaging the poor to challenge corrupt governance","Lough, Benjamin J.","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2008",2008,51,"4",NA,"","","532","+","","10.1177/0020872808090246","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2025","Reviving India's grassroots social work for sustainable development","Agoramoorthy, Govindasamy; Hsu, Minna J.","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2008",2008,51,"4",NA,"","","544","+","","10.1177/0020872808090247","","",6,0.75,0,0,0,0,1,0,0,4,0,0,1,NA
"2026","From noise to voice - How social work can benefit from the knowledge of people living in poverty","Krumer-Nevo, Michal","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2008",2008,51,"4",NA,"","","556","+","","10.1177/0020872808090248","","",5,0.62,0,0,0,0,0,0,1,2,2,0,0,NA
"2027","The Chile Solidario system the role of social work","Saracostti, Mahia","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2008",2008,51,"4",NA,"","","566","572","","10.1177/0020872808090249","","",2,0.25,0,0,0,0,0,0,1,1,0,0,0,NA
"2028","Feminist social work research engaging with poststructural ideas","Wendt, Sarah; Boylan, Jane","",NA,NA,"INTERNATIONAL SOCIAL WORK","SEP 2008",2008,51,"5",NA,"","","599","+","","10.1177/0020872808093339","","",7,0.88,0,0,0,0,1,2,0,1,1,1,1,NA
"2029","A reflection on the indigenization discourse in social work","Huang Yunong; Zhang Xiong","",NA,NA,"INTERNATIONAL SOCIAL WORK","SEP 2008",2008,51,"5",NA,"","","611","+","","10.1177/0020872808093340","","",4,0.5,0,0,0,0,0,0,0,3,0,0,1,NA
"2030","Domestic violence services in Romania - A longitudinal case study","Wimmer, Jane S.; Harrington, Pamela Awtrey","",NA,NA,"INTERNATIONAL SOCIAL WORK","SEP 2008",2008,51,"5",NA,"","","623","+","","10.1177/0020872808093341","","",1,0.12,0,0,0,0,0,0,1,0,0,0,0,NA
"2031","A prevalence study on partner abuse in six Asian American ethnic groups in the USA","Leung, Patrick; Cheung, Monit","",NA,NA,"INTERNATIONAL SOCIAL WORK","SEP 2008",2008,51,"5",NA,"","","635","+","","10.1177/0020872808093342","","",13,1.62,0,0,0,0,0,0,2,6,3,2,0,NA
"2032","Transracial adoption - Expatriate parents living in China with their adopted Chinese children","Heimsoth, DeAnna; Laser, Julie Anne","",NA,NA,"INTERNATIONAL SOCIAL WORK","SEP 2008",2008,51,"5",NA,"","","651","+","","10.1177/0020872808093343","","",3,0.38,0,0,0,0,1,0,0,1,0,0,1,NA
"2033","Brazilian street children - Contextual influences in relation to substance misuse","Fernandes, Giselle T.; Vaughn, Michael G.","",NA,NA,"INTERNATIONAL SOCIAL WORK","SEP 2008",2008,51,"5",NA,"","","669","+","","10.1177/0020872808093344","","",3,0.38,0,0,0,0,0,0,0,1,1,1,0,NA
"2034","Sub-Saharan Africa's orphan crisis - Challenges and opportunities","Lombe, Margaret; Ochumbo, Alex","",NA,NA,"INTERNATIONAL SOCIAL WORK","SEP 2008",2008,51,"5",NA,"","","682","+","","10.1177/0020872808093345","","",5,0.62,0,0,0,0,0,0,0,0,2,3,0,NA
"2035","Regional perspectives... from Asia - Social work and social development in Asia","Kwok, Joseph","",NA,NA,"INTERNATIONAL SOCIAL WORK","SEP 2008",2008,51,"5",NA,"","","699","704","","10.1177/0020872808093349","","",1,0.12,0,0,0,0,0,0,0,0,0,1,0,NA
"2036","International legal note - Legal implications of staff turnover in social work organizations","Pollack, Daniel","",NA,NA,"INTERNATIONAL SOCIAL WORK","SEP 2008",2008,51,"5",NA,"","","705","711","","10.1177/0020872808093350","","",1,0.12,0,0,0,0,0,0,0,0,1,0,0,NA
"2037","Exploring the history of social work as a human rights profession","Healy, Lynne M.","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2008",2008,51,"6",NA,"","","735","748","","10.1177/0020872808095247","","",20,2.5,0,0,0,0,2,0,1,4,4,5,3,NA
"2038","Social work occupations in England, 1900-39 Changing the focus","Burt, Mike","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2008",2008,51,"6",NA,"","","749","762","","10.1177/0020872808095248","","",2,0.25,0,0,0,0,0,0,1,0,0,1,0,NA
"2039","Confronting sex trafficking Lessons from history","Cree, Viviene E.","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2008",2008,51,"6",NA,"","","763","776","","10.1177/0020872808095249","","",5,0.62,0,0,0,0,0,1,1,0,1,2,0,NA
"2040","The welfare state in cross-cultural perspective","Aspalter, Christian","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2008",2008,51,"6",NA,"","","777","789","","10.1177/0020872808095250","","",8,1,0,0,0,0,0,0,1,3,1,1,2,NA
"2041","Establishing international cooperation in social work education The first decade of the International Committee of Schools for Social Work (ICSSW)","Kniephoff-Knebel, Anette; Seibel, Friedrich W.","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2008",2008,51,"6",NA,"","","790","812","","10.1177/0020872808095251","","",2,0.25,0,0,0,0,0,0,0,0,0,2,0,NA
"2042","What kind of social justice does social work seek?","Solas, John","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2008",2008,51,"6",NA,"","","813","822","","10.1177/0020872808095252","","",11,1.38,0,0,0,0,0,0,6,1,1,3,0,NA
"2043","Meeting the expectations of the Global Standards A status report on the IASSW membership","Barretta-Herman, Angeline","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2008",2008,51,"6",NA,"","","823","834","","10.1177/0020872808095253","","",1,0.12,0,0,0,0,0,0,1,0,0,0,0,NA
"2044","Decolonizing the pedagogy and practice of international social work","Razack, Narda","",NA,NA,"INTERNATIONAL SOCIAL WORK","JAN 2009",2009,52,"1",NA,"","","9","+","","10.1177/0020872808097748","","",26,3.71,0,0,0,0,0,2,2,7,3,7,5,NA
"2045","Engaging Italian and Australian social workers in evaluation","McNamara, Patricia; Neve, Elisabetta","",NA,NA,"INTERNATIONAL SOCIAL WORK","JAN 2009",2009,52,"1",NA,"","","22","+","","10.1177/0020872808097749","","",2,0.29,0,0,0,0,1,0,0,0,1,0,0,NA
"2046","Educational benefits of international experiential learning in an MSW program","Gilin, Barbara; Young, Tom","",NA,NA,"INTERNATIONAL SOCIAL WORK","JAN 2009",2009,52,"1",NA,"","","36","+","","10.1177/0020872808093347","","",20,2.86,0,0,0,0,0,0,1,6,4,3,6,NA
"2047","Deconstructing motivations Challenging international social work placements","Wehbi, Samantha","",NA,NA,"INTERNATIONAL SOCIAL WORK","JAN 2009",2009,52,"1",NA,"","","48","+","","10.1177/0020872808097750","","",18,2.57,0,0,0,0,1,1,2,7,2,3,2,NA
"2048","Japanese students' perceptions of international perspectives in social work","Saito, Yoshihiko; Johns, Robert","",NA,NA,"INTERNATIONAL SOCIAL WORK","JAN 2009",2009,52,"1",NA,"","","60","+","","10.1177/0020872808097751","","",3,0.43,0,0,0,0,0,1,0,0,0,1,1,NA
"2049","Addressing issues of globalization in the training of public child welfare workers Lessons from a training program in the USA","Collins, Mary Elizabeth; Kim, Sook Hyun; Clay, Cassandra; Perlstein, Judith","",NA,NA,"INTERNATIONAL SOCIAL WORK","JAN 2009",2009,52,"1",NA,"","","72","+","","10.1177/0020872808097752","","",2,0.29,0,0,0,0,0,1,0,0,1,0,0,NA
"2050","Child welfare needs in Mongolia A collaborative exploration among three universities","Hayashi, Reiko; Frost, Caren J.; Yamashita, Eizaburo; Khuajin, Ulziitungalag; Nyamsuren, B.","",NA,NA,"INTERNATIONAL SOCIAL WORK","JAN 2009",2009,52,"1",NA,"","","84","+","","10.1177/0020872808097753","","",1,0.14,0,0,0,0,0,0,0,0,0,0,1,NA
"2051","Children affected by earthquakes and their immediate emotional needs","Doostgharin, Taghi","",NA,NA,"INTERNATIONAL SOCIAL WORK","JAN 2009",2009,52,"1",NA,"","","96","+","","10.1177/0020872808093346","","",1,0.14,0,0,0,0,0,0,0,0,0,0,1,NA
"2052","The politics of social work - a Palestinian experience","Gordon, Holly L.","",NA,NA,"INTERNATIONAL SOCIAL WORK","JAN 2009",2009,52,"1",NA,"","","107","113","","10.1177/0020872808095255","","",2,0.29,0,0,0,0,0,0,0,1,1,0,0,NA
"2053","On national identity, nationalism and Soccer 2010 Should social work be concerned?","Sewpaul, Vishanthie","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2009",2009,52,"2",NA,"","","143","+","","10.1177/0020872808099726","","",3,0.43,0,0,0,0,0,1,2,0,0,0,0,NA
"2054","Fighting exclusion with culture and art Examples from Brazil","Reiter, Bernd","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2009",2009,52,"2",NA,"","","155","+","","10.1177/0020872808099727","","",5,0.71,0,0,0,0,0,0,0,2,0,3,0,NA
"2055","Citizenship-based social work","van Ewijk, Hans","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2009",2009,52,"2",NA,"","","167","+","","10.1177/0020872808099728","","",4,0.57,0,0,0,0,0,0,1,1,0,1,1,NA
"2056","Victim-offender mediation as a social work practice","Bradt, Lieve; Bouverne-De Bie, Maria","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2009",2009,52,"2",NA,"","","181","+","","10.1177/0020872808099729","","",4,0.57,0,0,0,0,0,0,1,1,0,2,0,NA
"2057","Intersecting social capital and Chinese culture Implications for services assisting unemployed youths","Yan, Miu Chung; Lam, Ching Man","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2009",2009,52,"2",NA,"","","195","+","","10.1177/0020872808099730","","",1,0.14,0,0,0,0,0,0,1,0,0,0,0,NA
"2058","Globalization and state-supported welfare A test of the curve-linear hypothesis in OECD countries","Kim, Tae Kuen","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2009",2009,52,"2",NA,"","","209","+","","10.1177/0020872808099731","","",2,0.29,0,0,0,0,0,1,0,1,0,0,0,NA
"2059","Prevalence and predictors of burnout among Palestinian social workers","Abdallah, Taisir","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2009",2009,52,"2",NA,"","","223","+","","10.1177/0020872808099732","","",4,0.57,0,0,0,0,0,1,1,0,2,0,0,NA
"2060","E-learning A cross-institutional forum for sharing socio-cultural influences on personal and professional identity","Bozalek, Vivienne; Matthews, Lear","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2009",2009,52,"2",NA,"","","235","+","","10.1177/0020872808099733","","",1,0.14,0,0,0,0,0,0,0,0,1,0,0,NA
"2061","Child fatality review teams and the role of social workers An international perspective","Pollack, Daniel","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAR 2009",2009,52,"2",NA,"","","247","253","","10.1177/0020872808099736","","",1,0.14,0,0,0,0,0,0,0,1,0,0,0,NA
"2062","Social work as a moral and political practice","Chu, William C. K.; Tsui, Ming-sum; Yan, Miu-chung","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2009",2009,52,"3",NA,"","","287","+","","10.1177/0020872808102064","","",12,1.71,0,0,0,0,0,1,4,0,2,2,3,NA
"2063","Portraying immigrants to the public: Mexican workers in the USA and African workers in Spain Is there a role for social work?","Martinez-Brawley, Emilia E.; Gualda, Estrella","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2009",2009,52,"3",NA,"","","299","+","","10.1177/0020872808102065","","",2,0.29,0,0,0,0,0,0,2,0,0,0,0,NA
"2064","A comparative study of measures for children in conflict with the law in Goa and Singapore","Desai, Murli","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2009",2009,52,"3",NA,"","","313","+","","10.1177/0020872808102066","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2065","Northern Peruvian non-governmental organizations Patterns of interorganizational relationships","Claiborne, Nancy; Liu, Junqing; Vandenburgh, Henry; Hagen, Jan; Mera Rodas, Armando; Raunelli Sander, Juan Manuel; Adanaque Zapata, Juan Gabriel; Zurita Paucar, Martin Javier","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2009",2009,52,"3",NA,"","","327","+","","10.1177/0020872808102067","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2066","Self-help groups for men in Hong Kong Experiences and prospects","Chan, Raymond K. H.","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2009",2009,52,"3",NA,"","","343","+","","10.1177/0020872808102068","","",2,0.29,0,0,0,0,0,0,0,1,0,1,0,NA
"2067","Social networks among poor women in Ethiopia","Kebede, Wassie; Butterfield, Alice K.","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2009",2009,52,"3",NA,"","","357","+","","10.1177/0020872808102069","","",1,0.14,0,0,0,0,0,0,0,0,0,1,0,NA
"2068","Preparation for social work students to do cross-cultural clinical practice","Magnus, Peter","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2009",2009,52,"3",NA,"","","375","+","","10.1177/0020872808102070","","",6,0.86,0,0,0,0,0,0,1,2,1,1,1,NA
"2069","Examining the terminology of race issues in assessments for international exchange students","Heron, Gavin; Pilkington, Kevin","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2009",2009,52,"3",NA,"","","387","+","","10.1177/0020872808102071","","",2,0.29,0,0,0,0,0,0,0,0,1,1,0,NA
"2070","Urban street children in China: a social exclusion perspective","Xue, Zaixing","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2009",2009,52,"3",NA,"","","401","408","","10.1177/0020872808102072","","",1,0.14,0,0,0,0,0,0,0,0,1,0,0,NA
"2071","Hate crimes and social work An international perspective","Pollack, Daniel","",NA,NA,"INTERNATIONAL SOCIAL WORK","MAY 2009",2009,52,"3",NA,"","","409","415","","10.1177/0020872808102073","","",0,0,0,0,0,0,0,0,0,0,0,0,0,NA
"2072","Revising social work's international policy statement on health Process, outcomes and implications","Bywaters, Paul; Napier, Lindsey","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2009",2009,52,"4",NA,"","","447","+","","10.1177/0020872809104249","","",1,0.14,0,0,0,0,0,0,0,0,1,0,0,NA
"2073","Embodying social class The link between poverty, income inequality and health","Rose, Stephen M.; Hatzenbuehler, Stephanie","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2009",2009,52,"4",NA,"","","459","+","","10.1177/0020872809104250","","",6,0.86,0,0,0,0,0,1,1,2,1,1,0,NA
"2074","Vulnerability Questioning the certainties in social work and health","Fawcett, Barbara","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2009",2009,52,"4",NA,"","","473","+","","10.1177/0020872809104251","","",4,0.57,0,0,0,0,0,0,1,0,2,1,0,NA
"2075","Food security and women's health A feminist perspective for international social work","Phillips, Ruth","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2009",2009,52,"4",NA,"","","485","+","","10.1177/0020872809104252","","",4,0.57,0,0,0,0,0,1,1,2,0,0,0,NA
"2076","Inequalities in health and community-oriented social work Lessons from Cuba?","Backwith, Dave; Mantle, Greg","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2009",2009,52,"4",NA,"","","499","+","","10.1177/0020872809104253","","",6,0.86,0,0,0,0,0,1,0,0,3,0,2,NA
"2077","Developments in end-of-life and palliative care social work International issues","Payne, Malcolm","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2009",2009,52,"4",NA,"","","513","+","","10.1177/0020872809104254","","",6,0.86,0,0,0,0,0,0,0,0,3,2,1,NA
"2078","Developing a health equality imagination Hospital practice challenges for social work priorities","Giles, Roslyn","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2009",2009,52,"4",NA,"","","525","+","","10.1177/0020872809104255","","",1,0.14,0,0,0,0,0,0,1,0,0,0,0,NA
"2079","Health and human rights of children affected by HIV/AIDS in urban Boston and rural Uganda A cross-cultural partnership","Williams, Timothy P.; Vibbert, Martha; Mitchell, Laura; Serwanga, Rosette","",NA,NA,"INTERNATIONAL SOCIAL WORK","JUL 2009",2009,52,"4",NA,"","","539","545","","10.1177/0020872809104256","","",1,0.14,0,0,0,0,0,0,0,0,0,0,0,NA
"2080","The rise and fall of intercountry adoption in the 21st century","Selman, Peter","",NA,NA,"INTERNATIONAL SOCIAL WORK","SEP 2009",2009,52,"5",NA,"","","575","+","","10.1177/0020872809337681","","",44,6.29,0,0,0,0,0,5,3,7,12,11,6,NA
"2081","Social policy approaches to intercountry adoption","Dickens, Jonathan","",NA,NA,"INTERNATIONAL SOCIAL WORK","SEP 2009",2009,52,"5",NA,"","","595","+","","10.1177/0020872809337678","","",4,0.57,0,0,0,0,0,1,0,0,1,2,0,NA
"2082","Family context for emotional recovery in internationally adopted children","Palacios, Jesus; Roman, Maite; Moreno, Carmen; Leon, Esperanza","",NA,NA,"INTERNATIONAL SOCIAL WORK","SEP 2009",2009,52,"5",NA,"","","609","+","","10.1177/0020872809337679","","",11,1.57,0,0,0,0,0,1,2,3,2,2,1,NA
"2083","Operation Babylift or Babyabduction? Implications of the Hague Convention on the humanitarian evacuation and 'rescue' of children","Bergquist, Kathleen Ja Sook","",NA,NA,"INTERNATIONAL SOCIAL WORK","SEP 2009",2009,52,"5",NA,"","","621","+","","10.1177/0020872809337677","","",11,1.57,0,0,0,0,0,1,2,4,2,2,0,NA
"2084","Being adopted Internationally adopted children's interest and feelings","Juffer, Femmie; Tieman, Wendy","",NA,NA,"INTERNATIONAL SOCIAL WORK","SEP 2009",2009,52,"5",NA,"","","635","+","","10.1177/0020872809337682","","",8,1.14,0,0,0,0,0,1,2,1,1,2,1,NA
"2085","International adoption and child protection in Guatemala A case of the tail wagging the dog","Bunkers, Kelley McCreery; Groza, Victor; Lauer, Daniel P.","",NA,NA,"INTERNATIONAL SOCIAL WORK","SEP 2009",2009,52,"5",NA,"","","649","+","","10.1177/0020872809337676","","",12,1.71,0,0,0,0,0,0,3,4,2,2,1,NA
"2086","Human rights, politics and intercountry adoption An examination of two sending countries","Roby, Jini L.; Ife, Jim","",NA,NA,"INTERNATIONAL SOCIAL WORK","SEP 2009",2009,52,"5",NA,"","","661","+","","10.1177/0020872809337680","","",11,1.57,0,0,0,0,0,0,0,4,4,2,1,NA
"2087","Dying old in the 21st century A neglected issue for social work","Holloway, Margaret","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2009",2009,52,"6",NA,"","","713","+","","10.1177/0020872809342640","","",2,0.29,0,0,0,0,0,0,0,0,1,1,0,NA
"2088","Female genital cutting African women speak out","Khaja, Khadija; Barkdull, Carenlee; Augustine, Marva; Cunningham, Dianne","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2009",2009,52,"6",NA,"","","727","+","","10.1177/0020872809342642","","",4,0.57,0,0,0,0,0,0,0,1,2,0,1,NA
"2089","Psychosocial interventions and mass populations A social work perspective","Bourassa, Jennifer","",NA,NA,"INTERNATIONAL SOCIAL WORK","NOV 2009",2009,52,"6",NA,"","","743","+","","10.1177/0020872809342646","","",3,0.43,0,0,0,0,0,0,0,0,1,1,1,NA
