abstract,title,year,country,journal
"The Qualified Medicare Beneficiary (QMB) Program eliminated the out-of-pocket costs of obtaining health care services under the Medicare program for some low-income beneficiaries who were previously ineligible for Medicaid. The program is underused, and little is known about its effects. The article describes the QMB Program and compares program beneficiaries with others whose out-of-pocket payments are covered by Medicaid. Using Medicare claims data covering QMBs in Tennessee, we found that the program financed a relatively high rate of use of Medicare services and saved low-income Medicare beneficiaries hundreds of dollars per month in out-of-pocket costs. Social workers can promote the program and increase the use of its covered services appropriately, thereby by maximizing its potential benefits to low-income people.",The value and use of the Qualified Medicare Beneficiary Program: early evidence from Tennessee.,1997,UNITED STATES,Health Soc Work
"The uncertain nature and erratic course of chronic illnesses pose unique challenges for those diagnosed. To help the growing numbers of nongeriatric adults clients with chronic illness, social workers are obliged to develop a substantial awareness surrounding the topic. An assessment of each client's developmental needs and an understanding of how that individual copes with emotional loss are critical to providing psychosocial assistance most effectively. This article surveys the current professional literature regarding adjustment to chronic illness and addresses its significance and implications for social workers.",Adult adjustment to chronic illness: a review of the literature.,1997,UNITED STATES,Health Soc Work
,Retooling for community health partnerships in primary care and prevention.,1997,UNITED STATES,Health Soc Work
,Managing ethics under managed care.,1997,United States,Fam Soc
,Review of literature on heart transplant recipients' return to work: predictors and outcomes.,1997,UNITED STATES,Soc Work Health Care
"Public policy and epidemiological studies have not adequately addressed age and gender differences on important health dimensions among African Americans. The purpose of this study was to examine gender and health among five age groups of African Americans. A sample of 1,174 respondents age 24 to 85 was selected from the 1986 Americans' Changing Lives (ACL) Study. Regression analysis was performed using a hierarchical model to examine age and gender on five dimensions of health: functional health, chronic conditions, satisfaction with health, self-ratings of health, and activities of daily living (ADL) limitations controlling for age, education, income, and marital status among five age groups of African Americans. Results revealed that in the 24-39 age group, men had fewer chronic conditions and less ADL limitations, yet rated their health poorer than their female counterparts. In the 75 and over age group men had better functional health yet were less satisfied with their health than women. Control variables were significantly related to objective and subjective dimensions of health especially among the younger age groups. Overall, gender differences persist mainly among the youngest and oldest age groups despite variations in the above demographic variables. Implications for social work practice and future research are discussed.","Age, gender and health among African Americans.",1997,UNITED STATES,Soc Work Health Care
"The present study examines the coping style of new immigrants in Israel from the former Soviet Union who have been diagnosed with cancer. One hundred and six new immigrants, who were being treated at the Linn Clinical Oncological Institute in Haifa during the first six months of 1992, participated in the study. They were assessed regarding family functioning, the stresses of the migratory process, other life stresses, and psychosocial adjustment to the illness. Contrary to expectations about the influence of family adaptability and cohesion on coping with illness, immigrant participants reported that the combination of stressful events related both to the migratory process and to the illness itself is the best predictor of coping with illness.","Family, migration, and psychosocial adjustment to illness.",1997,UNITED STATES,Soc Work Health Care
"This study investigated patterns and predictors of service utilization among wife caregivers of frail older veterans. The study focused on the following sets of variables: predisposing, enabling, care-receiver need, and caregiver need. Respondents were 80 wife caregivers of frail older (age 55+) veterans at a Department of Veterans Affairs Medical Center (VAMC) in a Midwestern state. Wife caregivers used a mix of VAMC and non-VAMC services. Care-receiver functional status was a significant predictor of both frequency of service use and number of services ever used. Caregivers' perception of service availability and attitude toward service use were the strongest predictors of number of services ever used.",Service utilization by wife caregivers of frail older veterans.,1997,UNITED STATES,Soc Work Health Care
"A statewide survey (response rate = 79.5%), conducted in Massachusetts of the emergency shelters for homeless individuals, found that most of the shelters provided a range of services in addition to a bed. The most common of these were food, clothing, and referral for more permanent housing and information on employment opportunities. The majority of shelters also offered mental health services and medical care. Most mental health services were provided in-house but less than half of the shelters provided medical care in-house. Other shelters referred residents to health care sites in the community. Shelters that relied on staff from other community agencies, the most common arrangement, to provide medical care in-house allocated the least amount of overall time to health services. Shelters with medical personnel on staff averaged the most. Smaller shelters tended to provide little if any in-house medical care. The need to advocate for greater in-house medical services in small shelters and hiring staff, who are trained certified nursing assistants, are discussed.",Shelter-based services in Massachusetts for homeless adult individuals.,1997,UNITED STATES,Soc Work Health Care
"Despite the absence of coordinated federal health care reform, social workers in hospital settings have opportunities to identify, develop, advocate for, and facilitate access to innovative health care services, resulting in improved capacity to meet the mental health and biopsychosocial needs of the poor and, potentially, reduced hospital costs over time. There are opportunities for expanded roles for social workers in forging better linkages between hospital services and the community, developing an integrated biopsychosocial healthcare delivery system within hospitals and primary care settings, utilizing information systems as tools in an integrated system, and advocating for a client-centered approach to mental health services.",The challenge to meet the mental health and biopsychosocial needs of the poor: expanded roles for hospital social workers in a changing healthcare environment.,1997,UNITED STATES,Soc Work Health Care
"This article discusses an empirical study of 66 single, adult survivors of moderate to severe traumatic brain injury (TBI) who were either living alone or living with their parents. The researchers determined perceived levels of stress, life satisfaction, family satisfaction, and community integration within the two groups. Survivors, who were typically ten years or more post injury, and selected family members, responded to structured telephone interviews and standardized questionnaires. The findings of the study and their implications point to a need for practice interventions that will reestablish life cycle trajectories and meet developmental needs, as well as reintegrate affected individuals and their families into larger social systems.",Persons with traumatic brain injuries and their families: living arrangements and well-being post injury.,1997,UNITED STATES,Soc Work Health Care
"Persons with severe hearing loss live in a unique cultural context with which social workers may not be familiar. This paper reviews the skills needed for the culturally competent social work assessment with deaf clients, including communication skills, interviewing methods, taking case and family histories and behavioral observation.",Social work practice with deaf clients: issues in culturally competent assessment.,1997,UNITED STATES,Soc Work Health Care
"Hospital discharge planning is an interdisciplinary hospital-wide process that assists patients and their families to develop a feasible post-hospital plan of care. In order to facilitate an effective, smooth and rapid discharge plan for patients, health care professionals involved in discharge planning must be aware of problems and current gaps in service delivery. In order to identify and address problems and service gaps in an acute care trauma centre, the Social Work Department of the Montreal General Hospital conducted a survey of 81 clinicians via a questionnaire and interviewed 15 managers and administrators as to their perceptions and recommendations of the discharge planning process in their hospital. Internal, external and psychosocial factors were examined and three categories of discharge impediments emerged: systems, resources and patient/family issues. Recommendations for improving the discharge planning process are discussed.",Discharge planning: an examination of the perceptions and recommendations for improved discharge planning at the Montreal General Hospital.,1997,UNITED STATES,Soc Work Health Care
"This study compares the perceived influence of several factors, each representing a popular perspective, on priority setting in hospital social work departments: (1) leader characteristics of the director; (2) organizational characteristics of the department and hospital; and (3) the preferences of constituency groups. The authors surveyed the views of directors to ascertain influences on their allocation of resources. We find that organizational factors and the preferences of constituents are the strongest determinants of departmental priorities, with leader attributes playing a less influential role. An interesting discovery is that each factor's influence varies depending on the nature of the priority area. We conclude that all three explanations for how performance priorities are shaped-a political model, a leader influence model and an institutional model-find support. The authors interpret and assess the significance of these findings to the practice of social work administration in hospitals.",Factors influencing priorities in hospital social work departments: a director's perspective.,1997,UNITED STATES,Soc Work Health Care
"The existence of rural hospitals is financially tenuous due to the Prospective Payment system, which differentially reimburses rural facilities at lower rates than urban facilities. Physicians and hospital social workers provide services within these severely cost-conscious organizations to patients from communities, which are also aftercare resource poor. Given these multiple constraints, rural physicians' expectations of hospital social workers is integral to effective collaboration and social service provision. However, no prior investigation of these rural professionals exists. This research investigated the expectations of rural physicians and social workers regarding social work in the acute care rural hospital. The findings identify areas of disagreement and have implications for professional collaboration and education for rural hospital practice.",Rural hospital social work: views of physicians and social workers.,1997,UNITED STATES,Soc Work Health Care
"A longitudinal study has been conducted in Hong Kong to identify important factors that affect short-term adjustment of patients suffering from nasopharynx carcinoma (NPC). A total of 125 newly diagnosed NPC patients were interviewed in the diagnostic phase, the number dropping to 119 in the treatment phase, and 111 in the post-treatment phase. Data were gathered by a pre-tested structured measuring instrument via face-to-face interviews. Those patients with poor adjustment in each phase of the illness were found to have higher perceived stress; they tended to interpret their illness as more threatening and less controllable, and they employed problem-focused coping less frequently but used emotion-focused coping more frequently. The health locus of control and the overall perceived social support had differential effects on short-term adjustment in different phases of the illness. Current stress was identified to be the most important factor accounting for patients' adjustment in the treatment phase, while adjustment in the post-treatment phase was predominantly accounted for by previous adjustment. Based on the results of this study, a new model of practice is proposed for oncology social workers in Hong Kong, which is proactive, comprehensive, preventive and stage-specific. This model of practice is applicable to other countries like USA.",Factors influencing adjustment of patients suffering from nasopharynx carcinoma--implications for oncology social work.,1997,UNITED STATES,Soc Work Health Care
Nursing home social workers were surveyed to determine nursing home smoking policies and the effect these policies may have on resident and staff interaction. Data analyses suggest that in the past five years there has been a trend toward facilities becoming smoke-free. Facilities that permit smoking face greater conflicts between residents and staff. Social workers are expected to be resident advocates as well as mediators in such areas of conflict. This difficult position is further complicated by the social workers' personal views regarding smoking and &quot;guest&quot; standing in medical settings.,Smoking in nursing homes: conflicts and challenges.,1997,UNITED STATES,Soc Work Health Care
"This paper describes an evaluation of the potential efficacy of adult in-patient psychiatric treatment provided at a private general hospital. Using a simple pretest-posttest group design, 78 consecutively admitted patients, and a valid measure of psychiatric symptomatology (Symptom Checklist-90-R), it was found that the diverse group of patients were statistically significantly improved at discharge, relative to their admission status. This study illustrates a practical effort by social workers to integrate simple evaluative efforts into routine clinical services provided by mental health facilities, efforts consistent with managed care, the demands of third-party-payers, and the profession's initiatives in the direction of empirically-based practice.",Evaluating improvement over the course of adult psychiatric hospitalization.,1997,UNITED STATES,Soc Work Health Care
"During the past decade, there has been a proliferation of alcohol and other drug use in Israel. In order to combat this problem, the Israeli government, in 1988, created the National Anti-Drug Authority, a government agency whose responsibilities include the coordination of all prevention, treatment, and research activities that are directed towards the goal of fighting the war against drugs. As part of its mandate, the National Anti-Drug Authority created local anti-drug authority coordinators to fulfill its goals. The study described in this paper presents a preliminary picture of the role profile of the anti-drug authority coordinator worker in Israel. Five major direct practice role categories were revealed in the study with the community assessment and social broker role identified as the most active practice component followed by the community coordinator role, supervision and consultation, planning and conducting anti-drug prevention services, and assisting in community intervention the least active role component. In order to understand the findings, the role categories are classified according to their frequency of practice by the anti-drug coordinators along with the goals, focal systems, and the major tasks toward which each role category is directed. Finally, the study showed a high level of social work involvement as anti-drug authority coordinators.",An exploratory profile of the Anti-Drug Authority coordinator in Israel.,1997,UNITED STATES,Soc Work Health Care
"Social workers, physicians, and nurses from a major urban teaching hospital were assessed and compared regarding their attitudes toward the rationing of health care. Responses to eighteen statements of considered moral judgments in the rationing of health care resources were analyzed in terms of levels of agreement with each. All three professional groups rejected rationing based on patient age and socioeconomic worth. However, social workers and physicians were more likely than nurses to consider such factors as cost-benefit ratios, quality of life, relative strength of a patient's moral claim, and scarcity of resources in rationing decisions. Study findings appear to portray social workers and physicians as being more utilitarian and nurses more egalitarian in rationing decisions. Implications for practice in a managed care environment are presented.",Moral judgments in the rationing of health care resources: a comparative study of clinical health professionals.,1997,UNITED STATES,Soc Work Health Care
"The purpose of this brief article is to describe some strategies for overcoming problems related to researching a &quot;sensitive&quot; research topic--the perceptions of gay men who are HIV+ or who have AIDS regarding the social support they receive from parents and siblings. The article discusses the rationale for the choice of a mail survey over a structured in-person interview, the development and pretest of the mail questionnaire and how a sample of respondents was located.",Researching a sensitive topic: designing a mail survey of the perceptions of gay men with HIV/AIDS regarding social support received from the family of origin.,1997,UNITED STATES,Soc Work Health Care
,"Proceedings of the 1st International Conference on Social Work in Health and Mental Health Care. Jerusalem, Israel, January 1995.",1997,UNITED STATES,Soc Work Health Care
"This paper describes the basis for the reform in mental health care system in Israel as presented in the report of the Netanyahu Commission (State Commission for Investigation of Functioning and Efficiency of the Health Care System in Israel, 1990) and the report of the State Comptroller's office (State Comptroller, 1991). These reports pointed to seven major problem areas in the mental health care system: (1) segregation of mental health and general health care systems, (2) variations in availability of services across the country, (3) conflict of interests within Ministry of Health which provides services and oversight, (4) overuse of hospital based care and under use of community based care, (5) reliance on hospitals for custodial care, (6) lack of appreciation of mental health service needs of non-severely mentally ill, and (7) lack of regional service planning. The article describes these problems and the proposed solutions.",Revamping mental health care in Israel: from the Netanyahu Commission to National Health Insurance Law.,1997,UNITED STATES,Soc Work Health Care
"Informed consent is a critical variable in the self-determination of consumers receiving health and mental health services. Consent has become a more stringent requirement in recent years. However, providers emphasize legal requirements rather than the true participation of consumers--the &quot;spirit&quot; of informed consent. This article discusses the elements of informed consent, the issues that reflect the &quot;spirit&quot; of consent, and recommendations for actions that foster self-determination in practice.",The ethics of informed consent: a critical variable in the self-determination of health and mental health clients.,1997,UNITED STATES,Soc Work Health Care
"A phenomenological field study of Narcotics Anonymous (NA) in Israel focused on the way a self-help program, based on American Christian ideology was adopted in Israel. Acculturation problems were anticipated, due to cultural, demographic and religious differences. Participant observations and open-ended interviews supplied the raw data. Emphasis was placed on the factors and processes definable as typically American: voluntarism and pragmatism, personal sharing as a basis for relationships, spiritual rather than religious faith, the idea of a &quot;personal God&quot; guiding individuals, faith in God without religious tradition and formal ritualism. The results showed that, for the substance-dependents, the issue is generally irrelevant, and they accepted most &quot;American&quot; components of the program unquestioningly. However, two discrete features of Christian ideology required conscious incorporation by NA's Israeli members: (1) the concept of a &quot;Loving God&quot; who is non-punitive, which for many members was opposed to their traditions and upbringing, and (2) kneeling to pray, a recommendation which many members initially found problematic. The conclusion denotes a factor facilitating the transfer of therapeutic programs from one culture to another--that of personal suffering as a universal domain. It transcends all cultural boundaries and generates willingness to accept foreign concepts which reveal suffering and propose a pragmatic way to end it.",The universality of a self-help program of American origin: narcotics anonymous in Israel.,1997,UNITED STATES,Soc Work Health Care
"Research studies indicate that significant tension characterizes the relationships between providers and families whose relative is being treated in the mental health system. The author recommends that genuinely collaborative relationships be developed in order that people receiving treatment receive optimal care. Collaboration is defined, barriers identified, and ways to overcome these barriers suggested.",Working collaboratively with families.,1997,UNITED STATES,Soc Work Health Care
"As hospital budgets in Ontario (and elsewhere) continue to shrink in the face of governmental fiscal pressure, bed closures lead to the discharge of increasingly vulnerable persons. Many of these persons have no family and no obvious place to go. Community supports to assist people outside the hospitals are not provided at a level commensurate with the need. The result is inadequate housing, social isolation, non-existent care and, in too many cases, reinstitutionalization and/or preventable deaths. This paper describes the process by which vulnerable adults wind up in unsuitable community settings, as a result of ill-conceived deinstitutionalization in the province of Ontario. It places a particular focus on the difficult role played by the discharge planner as conduit from hospital to community. The planner is often caught in the middle, facing hospital (and physician) directives to empty beds precipitously, alongside an acute shortage of suitable housing in the community. Departing patients are often sent to settings that lack any form of governmental inspection, regulation, licensure, or control: they are at the mercy of often indifferent and, at times, overtly rapacious landlords who may take the welfare cheque and give little in return. Selected case material, including one recent inquest, highlight the difficulties.",Discharge planning and community housing in Ontario.,1997,UNITED STATES,Soc Work Health Care
"We look at the effects of psychological disability on social networks and support of homeless and non-homeless individuals. We analyze a survey of 310 long-term users of client-run mental health agencies. Psychological disability is negatively associated with network characteristics for housed individuals, but not for the homeless. There is a positive relationship between psychological distress and network size for the homeless who receive SSI while homeless individuals who do not receive SSI show a negative, non-significant association. We suggest the financial resources of SSI enable network members to become expressively involved with homeless individuals with relatively more psychological disturbance.",Social networks and psychological disability among housed and homeless users of self-help agencies.,1997,UNITED STATES,Soc Work Health Care
"Severe mental illness is defined in terms of psychosocial development and attention is given to socio-economic forces in these patients' lives. The difficulties faced by the young, severely mentally ill persons in the United States is discussed and data regarding prevalence and treatment strategies are outlined with implications for individual and family therapy modalities. Programs with a wide range of psychosocial, vocational and housing support systems together with counseling are emphasized as integral components if young, emotionally disabled persons are to be sustained in the community. The lay and professional communities must be mobilized to provide the needed resources. Available and accessible innovative programmatic concepts together with a more hopeful attitude on the part of professionals can make a difference.",Strategies for helping young adults with severe mental disorders.,1997,UNITED STATES,Soc Work Health Care
"Psychiatric social work began in the early twentieth century as a result of a movement for community care of the mentally ill. Formerly preoccupied with institutional care of the mentally ill, psychiatrists now became interested in the control and prevention of mental illness in the community. This paper reviews the contemporary literature on early psychiatric social work. The paper then discusses the mental hygiene movement and early psychiatric social work practice. It concludes with a consideration of the changes in psychiatric social work which accompanied World War I.",Community care and the origins of psychiatric social work.,1997,UNITED STATES,Soc Work Health Care
"In this paper the concept of recovery from major mental illness and the empowerment process are explored. Subjective experiences from the author's own journey of recovery from mental illness as well as others are explored. The concept of recovery as a journey, not a destination or &quot;cure&quot; is emphasized. It is noted that one must recover not only from mental illness, but also from internalized stigma, low expectations and dehumanizing clinical practices. Suggestions for the clinical practitioner who wishes to support the recovery and empowerment process are also given.",Recovery and empowerment for people with psychiatric disabilities.,1997,UNITED STATES,Soc Work Health Care
,Social work in mental health: trends and issues.,1997,UNITED STATES,Soc Work Health Care
"Social work has historically been influenced by and influential in periods of social change. The current health care environment poses challenges to the profession whose function is to maximize adaptation. In addition to helping patients and families adapt to a rapidly changing health delivery system, social workers can develop roles that affect the direction and impact of organizational change, substantively if not fundamentally. This includes assisting staff to work professionally and maintain client-focus during organizational stress and chaos. This article develops one example of how social work expanded its role during a time of transition through staff education of another discipline at Mount Sinai Medical Center in New York City, USA. The authors conceptualize the need for such practice, describe and analyze the program, and extrapolate practice principles for expanding social work roles in a changing work organization.",Creating roles for social work in changing health care organizations: organizational development perspective.,1997,UNITED STATES,Soc Work Health Care
"The study compared perceptions of several organizational variables among medical and family service social workers in Israel. Three types of variables were examined: role characteristics (e.g., role ambiguity); job conditions (e.g., promotional opportunities); and career outcomes (e.g., job satisfaction). Among two groups of social workers, which operate in distinct practice settings and organizational cultures, significant differences were found in several of the variables measured. The medical social workers had a smaller caseload and more intensive contacts with clients than the family service workers. At the same time, the family service workers reported a much higher level of role ambiguity than their counterparts in the medical services. With regard to job conditions, the medical social workers reported less predictability and a higher degree of mastery than the family service workers. They also perceived themselves as having fewer promotional opportunities and financial rewards than their counterparts in the family services. Finally, the medical social workers scored higher in the area of service effectiveness and reported less burnout than the family service workers.",Career outcomes among medical vs. family service social workers in Israel.,1997,UNITED STATES,Soc Work Health Care
"This paper presents the findings of an exploratory research study which considers the effect of organisational change on social work practice in hospitals in four local authorities in England. Its aims were (1) to obtain the views of hospital social workers and their managers about the effect of implementing the NHS (National Health Service) and Community Care Act of 1990 and policies for Care in the Community on the practice of social work and (2) to elicit issues of concern to form the basis of a national study. Semi-structured interviews were carried out in hospital social work departments which were providing a service to adults with health needs. Interviews with a representative sample of 85 workers and 36 managers (including Assistant Directors and Principal Training Officers) in 11 hospitals were held between June-December 1993, three months after the introduction of the policies. The interviews were tape-recorded and transcribed. A questionnaire provided some quantitative data, and additional information was obtained through non-participant observation at team meetings. The interviews covered four topic areas: the nature of social work in hospitals; the changes introduced by implementing the legislation; the management of that change; and the effect of the new policies on practice. Results show an increase in the volume of referrals particularly in assessment for nursing home care; and an overwhelming amount of administrative work to process the new procedures for providing community care. Most relates to filling in forms, duplication of assessments and repetitive bureaucracy. Workers struggle to meet their expectation of professional practice with organisational demands. The discussion centres on three issues raised by practitioners; the changing nature of social work due to the alternative models of service being imposed by local authorities; the lack of consultation and involvement by management of the frontline workers in the management of this change; the dissonance felt by hardworking and committed practitioners to whom the increasing paper work is yet another obstacle to user involvement. This may have clear implications for management, for the degree of stress and perceived pressure resulting from these organisational changes is counterproductive to job satisfaction. If the reforms are not to be undermined, they need proactive management. This requires a sensitivity to workers' needs, investment in training and working together to integrate the care management role into social work practice.",Hospital social work and community care: the practitioners' view.,1997,UNITED STATES,Soc Work Health Care
"Experienced social workers in an Australian residential aged care facility mounted a practice research project over three years. Aims included meeting agency accountability requirements and illustrating social work roles. In consultation with a university school of social work lecturer, the staff members devised a tool to document their practice on a per case basis across the care continuum as well as non case-related work associated with resident needs and agency purpose. A three-month pilot indicated that casework comprised 70% of work time, the 405 cases incorporating higher than expected time on preadmission, gatekeeping and admission tasks. Analyses of the most time-consuming cases revealed complex interacting factors inadequately captured by available and physically-driven case classification and costing tools.",Clarity of purpose and administrative accountability: an empirical study in long-term residential care.,1997,UNITED STATES,Soc Work Health Care
"This research study is a retrospective study which uses a novel graphical approach to visually present information about the duration and types of services provided to people with acquired brain injury in a university teaching hospital. It illustrates a method for using practitioners' knowledge of this client group and requisite interventions to develop a method of documenting the intensity and extensiveness of social work intervention. It provides a useful tool for social work, particularly in interdisciplinary settings, where the social work role in areas such as case management and counselling is rendered less visible by factors such as exception-based reporting which discourages detailed documentation of practice processes and outcomes.",A service mapping approach to the analysis of service use for people with acquired brain injury.,1997,UNITED STATES,Soc Work Health Care
"The Practice Research Center is a joint endeavor between Adelphi University Graduate School of Social Work and the Department of Social Work Services at Long Island Jewish Medical Center. This paper will describe the work of the research center from 1983 to date. This collaborative effort of agency and school is focused on the students' acquiring an understanding and appreciation of a scientific/analytic approach to knowledge building for practice. Research opportunities for social work staff and students contributed to the initiation of empirical studies. The studies focused on current topics of interest that formed the delivery of social work services, enhanced programming and added to the knowledge of practice. Studies included a hunger survey; a survey of psychiatric patients' understanding of their illness following a psycho education intervention; a retrospective study to determine the extent to which breast cancer information influences a woman's surgical options of a lump-ectomy or mastectomy; a two-tier study focused on the characteristics of foster children and the delivery of social work services; a patient and family satisfaction survey of psychiatric patients and their families. The authors will discuss the educational principles related to this effort.",Practice and research: an integrated model for the education of social work interns.,1997,UNITED STATES,Soc Work Health Care
,The role of research in health and mental health social work.,1997,UNITED STATES,Soc Work Health Care
This article is based on a study of the interaction between relatives of patients who died in Coronary Care Units in Sweden and staff members of these units. The social support concept is used in a qualitative analysis of the narratives of bereaved spouses and adult children in order to learn about the nature of supportive interactions in such crisis situations. Specific needs for support and different patterns in mobilizing support are described as well as obstacles to the supportive process stemming from the nature of the crisis situation and problems in the interaction. The findings indicate reciprocal influences between the individual bereavement process and the interpersonal social support process. The author also suggests ways for medical social workers to use the findings.,Social support in bereavement crisis--a study of interaction in crisis situations.,1997,UNITED STATES,Soc Work Health Care
"Advance directives, which allow a person to record preferences for end-of-life care in case of incapacity, have been underused in home care. In this study, thirty home care clients, who were either elderly or persons with AIDS, were offered the opportunity to execute individualized advance directives and to include issues of specific importance to them. Twenty-three completed and signed their documents; nearly all expressed wishes, fears, and concerns that are both not always adequately addressed and not necessarily capable of &quot;yes&quot; or &quot;no&quot; answers. These are discussed and explained, with guidelines for clinicians.",End-of-life decisions in the home care setting.,1997,UNITED STATES,Soc Work Health Care
"To understand fully how a woman copes with cancer, researchers must examine the relational context in which a woman lives, copes, and meets the demands of a life-threatening illness. This paper presents preliminary findings of a study involving thirty-four mothers who have cancer. Survey methods involving a questionnaire were used to look at the relationship of the factors of mutuality, silencing the self schemas, and relationship-focused coping to the psychosocial adaptation to cancer. The findings indicated a significant correlation between silencing the self schemas and health care behaviors. Correlations between mutuality and quality of life approached statistical significance. Based on these findings, suggestions for social work practice with cancer patients and their families are made.",A relational perspective of women coping with cancer: a preliminary study.,1997,UNITED STATES,Soc Work Health Care
"An empowerment-oriented approach is presented to effectively teach/inform youth about prevention of HIV/AIDS and sexually transmitted diseases. The article describes: an assessment of the target population and its results; steps to comprehensive peer education with this population; an action plan for mobilizing and linking resources for this population through social networks and community; and the importance of empowerment-oriented program evaluation. The target population are youth aged 12-18, housed in alternative settings such as residential child care facilities, psychiatric hospitals, or youth detention centers. This population is reliant upon residential programs for training and services, because they are unlikely to take part in school or other community-based programs.",A creative approach to HIV/AIDS programs for adolescents.,1997,UNITED STATES,Soc Work Health Care
"This paper discusses the effects of heterosexism on health and mental health services to gay and lesbian clients. It provides social workers with suggestions for making unbiased psychosocial assessments and interventions, and discusses the social worker's role in educating health and mental health professionals and serving as advocate for this oppressed population.",The challenge of health care social work with gay men and lesbians.,1997,UNITED STATES,Soc Work Health Care
"This paper draws on feminist health scholarship to provide critically needed tools for conceptualizing women's health care and health status in Israel. It explores the links between inequities in gender roles and the health experiences of women, as patients and caregivers. The critique points to the consequences of defining women's health in relation to men. In an attempt to chart directions for fundamental change in the approach to women's health in Israel, the author underscores the relevance of sociocultural environments in accounting for female well-being and for women's illnesses. Women professionals, particularly in the social health sciences, are identified as a key to adapting health care to women's unique needs within a woman-centered and egalitarian delivery system.",Women's health in Israel: a feminist perspective.,1997,UNITED STATES,Soc Work Health Care
"The immediate, practical purpose of this paper is to discuss and elaborate upon the concept of adequacy, especially when applicable to an understanding of the social work role in health policy making. The relevant topics under the general category of adequacy are (1) the perception and definition of the citizen/client; (2) the concept of rationality in health planning broken down into conditionality and prioritization, and (3) the concept of adequacy itself. Each will be addressed from the standpoint of recent experience and what may be done in the future to clarify and rationalize each. Clarity about clients, about rational approaches to policy making and planning, leading to a clear idea about adequacy in health care are presented as the indispensable elements in social work. Conditionality and prioritization are significant because no society will bring within equal reach of all members the benefits of health care, which usually means that health care is not rendered arbitrarily but as a result, among other things, of rational planning.","Membership theory, rationalism, and the claim to adequacy in health services.",1997,UNITED STATES,Soc Work Health Care
"Legislative reform of health care is dead but major changes are taking place in the marketplace and by states. Managed care, cost containment, corporatization and prepayment are revolutionizing health care. What do these portend for social work's future survival in changing locations, tasks, skills and attitudes? Suggested areas of strength and opportunity as well as needed changes are proposed.",Social work roles in America's changing health care.,1997,UNITED STATES,Soc Work Health Care
,The role of social work in improving quality of life in the community.,1997,UNITED STATES,Soc Work Health Care
,"International perspectives on social work in health care: past, present and future. Introduction.",1997,UNITED STATES,Soc Work Health Care
"The role of the birth father in adoption is debated by lawyers, adoption professionals, and members of the adoption triad. At issue is how best to involve the birth father in the adoption plan while respecting the feelings of the birth mother, prospective adoptive couple, and rights of the child. This article examines emotional, legal and practice issues related to a birth father in adoption and implications for the perinatal social worker.",A birth father and adoption in the perinatal setting.,1997,UNITED STATES,Soc Work Health Care
"The death of a fetus or newborn infant prompts a grief response which has numerous unique aspects. Pregnancy losses are similar in many respects to other losses, but raise additional issues which require attention and consideration. This article addresses these issues, and offers guidance to social workers who are working with persons following this special type of loss. Parental communication, sibling needs and follow-up programs are also reviewed, along with caregiver issues.",Perinatal loss: considerations in social work practice.,1997,UNITED STATES,Soc Work Health Care
"Infant mortality has been a major problem in the United States for many years. Despite recent improvements, it continues to be a major social and economic problem. This is particularly true in non-white populations, where the infant mortality rate is significantly higher. This article discusses some of the reasons for the continued high rate of infant mortality, with particular attention to barriers which, if removed, might improve the health of newborn infants. How social workers can use this information in advocacy efforts is then explored in an effort to involve social workers more directly in this pressing national problem.",Social policy considerations in perinatal social work.,1997,UNITED STATES,Soc Work Health Care
"Human Immunodeficiency Virus (HIV) has become a leading cause of morbidity and mortality among women and children in the United States. As advances are made in the area of diagnosis and treatment of HIV infection, strategies must be developed to support the psychosocial needs of women with HIV disease. The diagnosis of HIV infection in women and their children presents a unique array of complicated social, emotional and medical consequences. Care must be provided in a holistic manner with special emphasis on the needs of women within a systemic context.",The profile of HIV infection in women: a challenge to the profession.,1997,UNITED STATES,Soc Work Health Care
"This article presents a brief description of the stress factors which families experience during care at home of technology dependent infants and children. The experience of stress and the coping strategies used by family members is organized in terms of the stages of adaptation to home care over time. In addition, the stress and how families cope with the stress is discussed in light of existing theories regarding occupational stress, especially as it relates to role strain, role captivity and role conflict.",Parenting a technology assisted infant: coping with occupational stress.,1997,UNITED STATES,Soc Work Health Care
